uid,sid
59,40
59,123
59,528
59,246
59,4
59,733
59,305
59,189
59,134
59,60
59,145
59,171
59,148
60,237
60,27
60,541
60,68
61,218
61,84
61,0
61,195
61,124
61,123
61,127
61,587
61,128
61,22
61,528
61,611
61,186
61,642
61,420
61,643
61,155
61,662
61,160
61,669
61,385
61,246
61,280
61,305
61,432
61,27
61,92
61,156
61,60
61,273
61,164
61,167
61,96
61,44
61,499
61,145
61,38
61,41
61,168
61,376
61,62
61,244
61,104
61,259
61,264
61,19
61,151
61,711
61,51
61,64
61,67
61,209
61,1158
61,741
61,743
61,183
61,755
61,434
61,105
61,48
61,113
61,766
61,199
61,547
61,26
61,217
62,218
62,237
62,184
62,611
62,50
62,420
62,733
62,305
62,134
62,243
62,788
62,515
62,273
62,315
62,352
62,38
62,512
62,68
62,104
62,531
62,317
62,743
62,105
63,237
63,127
63,186
63,92
63,243
63,38
63,68
63,104
63,64
63,209
63,48
64,218
64,58
64,84
64,33
64,40
64,195
64,124
64,127
64,587
64,22
64,186
64,50
64,643
64,160
64,213
64,385
64,78
64,733
64,432
64,27
64,189
64,60
64,132
64,290
64,164
64,44
64,541
64,38
64,512
64,171
64,381
64,210
64,104
64,259
64,264
64,148
64,711
64,51
64,64
64,755
64,48
64,113
64,766
64,26
65,84
65,124
65,92
65,41
65,171
65,68
65,104
65,15
65,48
65,113
66,321
66,280
66,167
66,96
66,104
66,15
66,67
66,113
67,184
67,40
67,116
67,5
67,22
67,4
67,134
67,788
67,515
67,290
67,7
67,38
67,168
67,13
67,68
67,104
67,15
67,19
67,206
67,531
67,741
67,766
67,199
67,547
68,124
68,123
68,128
68,186
68,280
68,27
68,538
68,156
68,164
68,171
68,244
68,104
68,48
69,218
69,237
69,184
69,321
69,50
69,4
69,733
69,305
69,3
69,134
69,243
69,788
69,515
69,273
69,315
69,44
69,541
69,352
69,38
69,68
69,104
69,277
69,531
69,317
70,58
70,184
70,127
70,246
70,3
70,515
70,352
70,15
70,317
70,113
71,184
71,128
71,280
71,733
71,189
71,134
71,156
71,164
71,171
71,221
71,104
71,51
71,64
71,48
71,199
72,58
72,237
72,184
72,97
72,40
72,116
72,195
72,124
72,123
72,5
72,127
72,587
72,22
72,528
72,186
72,642
72,643
72,155
72,160
72,177
72,78
72,4
72,733
72,432
72,189
72,92
72,538
72,60
72,243
72,788
72,515
72,273
72,132
72,214
72,290
72,164
72,315
72,41
72,168
72,512
72,376
72,171
72,381
72,221
72,62
72,13
72,210
72,68
72,104
72,264
72,15
72,148
72,151
72,711
72,714
72,531
72,64
72,48
72,113
72,217
73,128
73,669
73,246
73,305
73,27
73,3
73,171
73,381
73,244
73,104
73,259
73,51
73,199
74,33
74,40
74,124
74,50
74,9
74,662
74,160
74,4
74,733
74,189
74,3
74,60
74,132
74,290
74,352
74,381
74,531
74,64
74,741
74,113
74,26
75,237
75,40
75,128
75,437
75,246
75,4
75,280
75,538
75,3
75,134
75,156
75,243
75,132
75,167
75,541
75,38
75,68
75,244
75,104
75,259
75,51
75,67
75,317
76,184
76,3
76,243
76,788
76,315
76,352
76,38
76,68
76,104
76,531
76,317
77,184
77,33
77,40
77,116
77,611
77,50
77,9
77,4
77,733
77,134
77,290
77,164
77,315
77,171
77,381
77,221
77,104
78,58
78,237
78,22
78,246
78,305
78,168
79,97
79,40
79,116
79,0
79,123
79,128
79,528
79,50
79,4
79,27
79,92
79,156
79,60
79,38
79,171
79,23
79,51
79,64
79,48
79,113
80,0
80,124
80,127
80,611
80,321
80,420
80,662
80,177
80,246
80,515
80,44
80,244
80,104
80,64
80,67
80,209
80,434
80,48
80,766
80,199
81,58
81,237
81,84
81,97
81,195
81,123
81,5
81,128
81,22
81,160
81,437
81,78
81,246
81,280
81,305
81,432
81,27
81,189
81,92
81,538
81,132
81,164
81,167
81,145
81,38
81,168
81,376
81,171
81,62
81,68
81,244
81,104
81,259
81,264
81,15
81,23
81,151
81,51
81,113
81,547
82,218
82,124
82,22
82,50
82,642
82,4
82,733
82,305
82,432
82,3
82,134
82,60
82,243
82,515
82,273
82,44
82,352
82,38
82,512
82,68
82,104
82,277
82,19
82,741
82,317
82,26
83,124
83,5
83,127
83,587
83,611
83,186
83,177
83,92
83,60
83,132
83,44
83,171
83,68
83,104
83,23
83,151
83,714
83,64
83,209
83,48
83,113
83,217
84,58
84,237
84,3
84,788
84,352
84,512
84,68
84,104
84,48
85,58
85,184
85,733
85,27
85,189
85,134
85,60
85,273
85,44
85,541
85,38
85,64
85,113
86,237
86,97
86,195
86,124
86,5
86,127
86,186
86,213
86,78
86,92
86,156
86,132
86,44
86,145
86,210
86,68
86,264
86,151
86,711
86,48
86,113
86,217
87,184
87,84
87,116
87,0
87,127
87,321
87,420
87,662
87,669
87,177
87,280
87,92
87,290
87,167
87,41
87,168
87,23
87,51
87,743
87,183
87,434
87,105
87,48
87,113
87,766
87,547
88,0
88,195
88,280
88,3
88,41
88,15
88,23
88,206
88,48
89,58
89,184
89,40
89,116
89,50
89,155
89,160
89,669
89,246
89,280
89,733
89,27
89,189
89,92
89,538
89,3
89,156
89,60
89,243
89,164
89,167
89,44
89,541
89,352
89,38
89,376
89,171
89,381
89,62
89,68
89,104
89,259
89,264
89,15
89,23
89,151
89,206
89,51
89,531
89,1158
89,317
89,48
90,184
90,116
90,5
90,642
90,420
90,177
90,92
90,134
90,315
90,145
90,13
90,15
90,183
90,547
91,218
91,58
91,237
91,184
91,33
91,97
91,40
91,116
91,195
91,5
91,127
91,587
91,128
91,22
91,186
91,50
91,642
91,9
91,155
91,160
91,213
91,437
91,4
91,280
91,733
91,305
91,432
91,27
91,189
91,92
91,3
91,134
91,156
91,243
91,788
91,515
91,273
91,132
91,290
91,164
91,167
91,7
91,315
91,96
91,541
91,499
91,352
91,38
91,41
91,168
91,512
91,376
91,171
91,381
91,221
91,13
91,68
91,104
91,264
91,15
91,277
91,19
91,148
91,23
91,714
91,206
91,531
91,209
91,741
91,317
91,48
91,113
91,547
91,26
91,217
92,218
92,58
92,237
92,33
92,97
92,195
92,124
92,5
92,127
92,587
92,528
92,186
92,642
92,160
92,213
92,78
92,4
92,432
92,189
92,60
92,132
92,214
92,44
92,541
92,145
92,512
92,62
92,210
92,264
92,277
92,19
92,148
92,151
92,711
92,714
92,531
92,64
92,209
92,741
92,48
92,113
92,26
92,217
93,321
93,273
93,41
94,58
94,184
94,97
94,116
94,0
94,195
94,124
94,128
94,528
94,437
94,78
94,4
94,733
94,189
94,92
94,134
94,156
94,515
94,132
94,290
94,164
94,167
94,38
94,512
94,171
94,62
94,264
94,148
94,23
94,151
94,51
94,67
94,48
94,113
95,184
95,84
95,97
95,40
95,116
95,0
95,124
95,123
95,5
95,128
95,22
95,50
95,9
95,437
95,177
95,78
95,246
95,92
95,3
95,134
95,132
95,164
95,167
95,7
95,44
95,541
95,38
95,41
95,171
95,210
95,68
95,244
95,23
95,151
95,51
95,531
95,64
95,67
95,741
95,105
95,48
96,184
96,116
96,128
96,321
96,420
96,9
96,213
96,669
96,246
96,167
96,96
96,44
96,244
96,104
96,259
96,209
96,434
96,48
97,58
97,128
97,167
97,68
97,244
97,15
97,23
97,64
97,48
98,237
98,184
98,84
98,33
98,40
98,116
98,0
98,5
98,127
98,50
98,9
98,437
98,92
98,538
98,3
98,134
98,515
98,273
98,290
98,167
98,315
98,44
98,541
98,38
98,168
98,376
98,381
98,68
98,244
98,104
98,259
98,19
98,23
98,151
98,67
98,741
98,105
98,48
98,26
99,58
99,124
99,5
99,127
99,587
99,128
99,528
99,186
99,9
99,662
99,160
99,213
99,669
99,385
99,189
99,92
99,60
99,132
99,167
99,44
99,145
99,148
99,23
99,714
99,51
99,64
99,67
99,743
99,434
99,48
99,113
99,199
100,58
100,237
100,97
100,124
100,127
100,528
100,643
100,160
100,385
100,189
100,156
100,60
100,132
100,214
100,44
100,145
100,512
100,62
100,210
100,264
100,148
100,711
100,714
100,64
100,209
100,113
100,217
101,218
101,237
101,184
101,0
101,22
101,611
101,420
101,662
101,4
101,733
101,305
101,3
101,134
101,243
101,315
101,352
101,512
101,68
101,244
101,104
101,264
101,277
101,531
101,1158
101,317
101,26
101,217
102,58
102,97
102,195
102,528
102,420
102,155
102,160
102,78
102,432
102,189
102,92
102,156
102,132
102,145
102,512
102,62
102,68
102,15
102,148
102,151
102,531
102,48
102,113
103,218
103,184
103,0
103,669
103,4
103,733
103,788
103,515
103,352
103,104
103,317
104,237
104,97
104,124
104,5
104,186
104,643
104,213
104,669
104,156
104,132
104,214
104,44
104,68
104,277
104,151
104,714
104,64
104,209
104,755
104,434
104,48
104,113
104,199
105,116
105,321
105,134
105,168
105,264
105,64
105,48
105,547
106,0
106,127
106,128
106,611
106,321
106,420
106,9
106,662
106,669
106,246
106,280
106,27
106,134
106,167
106,44
106,38
106,51
106,67
106,1158
106,743
106,183
107,58
107,128
107,22
107,243
107,68
107,104
107,15
107,113
108,40
108,0
108,124
108,127
108,22
108,611
108,186
108,321
108,420
108,643
108,9
108,662
108,160
108,385
108,4
108,733
108,189
108,44
108,15
108,531
108,64
108,741
108,113
108,766
108,199
108,547
108,26
109,58
109,237
109,587
109,246
109,60
109,541
109,499
109,171
109,68
109,244
109,104
109,259
109,51
109,67
109,113
110,184
110,116
110,123
110,128
110,246
110,538
110,290
110,164
110,167
110,145
110,38
110,376
110,171
110,62
110,244
110,259
110,264
110,48
110,113
111,218
111,33
111,40
111,50
111,246
111,4
111,243
111,743
112,58
112,237
112,97
112,5
112,155
112,160
112,432
112,189
112,3
112,132
112,541
112,499
112,512
112,376
112,68
112,104
112,23
112,48
112,113
113,184
113,33
113,40
113,124
113,321
113,9
113,4
113,96
113,44
113,381
113,104
113,531
113,741
113,26
114,58
114,237
114,499
114,68
114,104
114,15
114,531
114,48
114,113
115,218
115,237
115,642
115,662
115,669
115,788
115,214
115,44
115,352
115,512
115,210
115,68
115,741
115,48
115,26
116,218
116,58
116,237
116,84
116,33
116,97
116,40
116,116
116,124
116,5
116,127
116,587
116,128
116,22
116,528
116,611
116,186
116,50
116,642
116,643
116,9
116,155
116,662
116,160
116,213
116,385
116,177
116,78
116,280
116,733
116,432
116,189
116,92
116,538
116,3
116,156
116,60
116,243
116,515
116,273
116,132
116,214
116,290
116,7
116,96
116,44
116,541
116,38
116,168
116,512
116,376
116,171
116,381
116,62
116,210
116,68
116,264
116,15
116,277
116,19
116,151
116,711
116,714
116,531
116,64
116,209
116,1158
116,741
116,743
116,755
116,105
116,48
116,113
116,199
116,26
116,217
117,218
117,58
117,237
117,84
117,97
117,40
117,116
117,195
117,124
117,123
117,5
117,127
117,587
117,22
117,528
117,186
117,50
117,642
117,643
117,160
117,385
117,437
117,177
117,733
117,432
117,27
117,189
117,92
117,134
117,60
117,788
117,515
117,273
117,132
117,214
117,290
117,164
117,7
117,315
117,44
117,499
117,145
117,41
117,168
117,171
117,221
117,62
117,13
117,210
117,68
117,104
117,264
117,15
117,277
117,19
117,148
117,151
117,711
117,714
117,206
117,531
117,64
117,743
117,183
117,755
117,48
117,113
117,199
117,547
117,26
117,217
118,218
118,237
118,33
118,40
118,50
118,4
118,733
118,305
118,60
118,273
118,352
118,38
118,512
118,381
118,221
118,531
118,741
118,26
119,0
119,124
119,127
119,128
119,611
119,669
119,177
119,167
119,7
119,44
119,210
119,68
119,244
119,104
119,259
119,15
119,23
119,151
119,206
119,51
119,67
119,209
119,1158
119,434
119,105
119,48
119,113
119,199
120,40
120,116
120,124
120,127
120,22
120,528
120,643
120,662
120,4
120,733
120,189
120,538
120,60
120,132
120,214
120,96
120,44
120,171
120,62
120,277
120,531
120,64
120,209
120,743
120,434
120,26
121,195
121,124
121,127
121,587
121,186
121,213
121,669
121,189
121,60
121,243
121,515
121,132
121,214
121,44
121,68
121,104
121,264
121,151
121,714
121,64
121,755
121,434
121,48
121,113
121,217
122,218
122,58
122,84
122,97
122,40
122,116
122,0
122,195
122,124
122,123
122,127
122,587
122,128
122,22
