,H_ratio,T_ratio
3573,0.5555555555555556,0.027777777777777776
3508,0.5555555555555556,0.1388888888888889
1245,0.5555555555555556,0.05555555555555555
5474,0.5531914893617021,0.0425531914893617
584,0.5526315789473685,0.10526315789473684
5808,0.5522388059701493,0.029850746268656716
1994,0.5517241379310345,0.034482758620689655
5206,0.5517241379310345,0.06896551724137931
917,0.5517241379310345,0.034482758620689655
246,0.5517241379310345,0.10344827586206896
1493,0.55,0.05
217,0.55,0.0
5168,0.55,0.05
2940,0.5483870967741935,0.06451612903225806
5088,0.5483870967741935,0.03225806451612903
3694,0.5471698113207547,0.0
5293,0.5466666666666666,0.04
3064,0.5454545454545454,0.022727272727272728
4864,0.5454545454545454,0.0
619,0.5454545454545454,0.0
2626,0.5454545454545454,0.13636363636363635
5873,0.5454545454545454,0.0
1708,0.5454545454545454,0.0
2388,0.5454545454545454,0.0
1157,0.5454545454545454,0.045454545454545456
4741,0.5454545454545454,0.045454545454545456
4731,0.5454545454545454,0.0
2816,0.5454545454545454,0.045454545454545456
2464,0.5428571428571428,0.05714285714285714
5235,0.5428571428571428,0.0
502,0.5416666666666666,0.0
489,0.5416666666666666,0.20833333333333334
20,0.5416666666666666,0.041666666666666664
353,0.5416666666666666,0.08333333333333333
152,0.5416666666666666,0.125
2970,0.5416666666666666,0.041666666666666664
898,0.5416666666666666,0.0
5581,0.5405405405405406,0.0
4818,0.54,0.08
707,0.5384615384615384,0.07692307692307693
2838,0.5384615384615384,0.10256410256410256
2379,0.5384615384615384,0.0
5155,0.5384615384615384,0.07692307692307693
5586,0.5357142857142857,0.14285714285714285
5983,0.5357142857142857,0.03571428571428571
1304,0.5357142857142857,0.03571428571428571
578,0.5357142857142857,0.0
286,0.5348837209302325,0.023255813953488372
1349,0.5348837209302325,0.046511627906976744
2981,0.5333333333333333,0.1
1269,0.53125,0.0
4138,0.53125,0.03125
1332,0.53125,0.03125
3369,0.53125,0.03125
5373,0.53125,0.03125
1081,0.5294117647058824,0.029411764705882353
2433,0.5294117647058824,0.029411764705882353
5343,0.5277777777777778,0.027777777777777776
722,0.5272727272727272,0.03636363636363636
5774,0.5272727272727272,0.05454545454545454
5237,0.5272727272727272,0.01818181818181818
650,0.5263157894736842,0.0
4853,0.5263157894736842,0.02631578947368421
598,0.5263157894736842,0.0
4063,0.5254237288135594,0.11864406779661017
5882,0.525,0.0
4936,0.525,0.1
679,0.524390243902439,0.04878048780487805
317,0.5238095238095238,0.047619047619047616
3068,0.5238095238095238,0.09523809523809523
742,0.5238095238095238,0.047619047619047616
3666,0.5238095238095238,0.0
1409,0.5238095238095238,0.08333333333333333
2527,0.5238095238095238,0.09523809523809523
1307,0.5238095238095238,0.14285714285714285
1282,0.5238095238095238,0.0
383,0.5238095238095238,0.14285714285714285
5810,0.5238095238095238,0.09523809523809523
4554,0.5238095238095238,0.09523809523809523
2644,0.5238095238095238,0.047619047619047616
3388,0.5238095238095238,0.14285714285714285
1126,0.5238095238095238,0.09523809523809523
4423,0.5238095238095238,0.047619047619047616
3225,0.5238095238095238,0.09523809523809523
1488,0.5238095238095238,0.047619047619047616
495,0.5227272727272727,0.06818181818181818
263,0.5217391304347826,0.021739130434782608
3396,0.5217391304347826,0.08695652173913043
2345,0.5217391304347826,0.08695652173913043
4622,0.5217391304347826,0.13043478260869565
4182,0.5217391304347826,0.0
5628,0.5217391304347826,0.17391304347826086
617,0.5217391304347826,0.043478260869565216
790,0.5217391304347826,0.08695652173913043
4313,0.5208333333333334,0.07291666666666667
1518,0.52,0.04
5836,0.52,0.12
2112,0.52,0.08
4546,0.52,0.08
2260,0.52,0.04
568,0.52,0.12
1795,0.52,0.24
4304,0.52,0.04
1949,0.5196078431372549,0.11764705882352941
5842,0.5192307692307693,0.019230769230769232
4914,0.5192307692307693,0.07692307692307693
3440,0.5185185185185185,0.037037037037037035
1682,0.5185185185185185,0.1111111111111111
4410,0.5185185185185185,0.1111111111111111
2956,0.5185185185185185,0.0
2965,0.5185185185185185,0.18518518518518517
3269,0.5180722891566265,0.08433734939759036
288,0.5178571428571429,0.05357142857142857
3247,0.5172413793103449,0.06896551724137931
3535,0.5172413793103449,0.034482758620689655
1550,0.5172413793103449,0.20689655172413793
3730,0.5172413793103449,0.13793103448275862
5731,0.5166666666666667,0.016666666666666666
2960,0.5161290322580645,0.0967741935483871
479,0.5161290322580645,0.043010752688172046
2384,0.5161290322580645,0.06451612903225806
231,0.5154639175257731,0.08247422680412371
4341,0.5151515151515151,0.030303030303030304
5003,0.5151515151515151,0.030303030303030304
2568,0.5151515151515151,0.09090909090909091
1222,0.5147058823529411,0.04411764705882353
2875,0.5142857142857142,0.0
586,0.5142857142857142,0.0
1432,0.5142857142857142,0.02857142857142857
2432,0.5142857142857142,0.05714285714285714
5745,0.5138888888888888,0.06944444444444445
5017,0.5128205128205128,0.07692307692307693
5746,0.5121951219512195,0.012195121951219513
5578,0.5119047619047619,0.011904761904761904
4825,0.5102040816326531,0.061224489795918366
4081,0.5098039215686274,0.058823529411764705
916,0.509090909090909,0.0
4533,0.5087719298245614,0.07017543859649122
3880,0.5087719298245614,0.017543859649122806
576,0.5087719298245614,0.0
5094,0.5084745762711864,0.01694915254237288
4701,0.5079365079365079,0.031746031746031744
3482,0.5070422535211268,0.08450704225352113
5284,0.5068493150684932,0.1095890410958904
96,0.5061728395061729,0.024691358024691357
3506,0.5,0.014705882352941176
3330,0.5,0.08333333333333333
522,0.5,0.034482758620689655
3212,0.5,0.23076923076923078
4501,0.5,0.05555555555555555
3404,0.5,0.07692307692307693
547,0.5,0.02564102564102564
557,0.5,0.034482758620689655
3088,0.5,0.14
3581,0.5,0.029411764705882353
2678,0.5,0.023809523809523808
3040,0.5,0.08333333333333333
3872,0.5,0.0625
2836,0.5,0.0
4075,0.5,0.07407407407407407
2817,0.5,0.04878048780487805
4231,0.5,0.06
3021,0.5,0.0
3273,0.5,0.1
196,0.5,0.125
5579,0.5,0.0
2014,0.5,0.12962962962962962
2401,0.5,0.08
2135,0.5,0.07692307692307693
2377,0.5,0.08333333333333333
865,0.5,0.047619047619047616
1412,0.5,0.041666666666666664
5608,0.5,0.0
5572,0.5,0.02857142857142857
5820,0.5,0.08333333333333333
5563,0.5,0.05263157894736842
1504,0.5,0.07142857142857142
5478,0.5,0.058823529411764705
2256,0.5,0.08823529411764706
1541,0.5,0.07692307692307693
1568,0.5,0.17857142857142858
2227,0.5,0.0
160,0.5,0.05
5351,0.5,0.11538461538461539
763,0.5,0.15384615384615385
5243,0.5,0.0
47,0.5,0.09090909090909091
5104,0.5,0.07407407407407407
2449,0.5,0.0
1000,0.5,0.03571428571428571
1236,0.5,0.0
5932,0.5,0.041666666666666664
43,0.5,0.041666666666666664
2437,0.5,0.023809523809523808
1993,0.5,0.1
2434,0.5,0.041666666666666664
969,0.5,0.07692307692307693
2431,0.5,0.038461538461538464
2262,0.49624060150375937,0.045112781954887216
3161,0.49295774647887325,0.07042253521126761
3645,0.4927536231884058,0.08695652173913043
3510,0.4925373134328358,0.04477611940298507
5821,0.49206349206349204,0.12698412698412698
1649,0.49122807017543857,0.017543859649122806
3073,0.49122807017543857,0.03508771929824561
3556,0.49107142857142855,0.008928571428571428
2906,0.4909090909090909,0.10909090909090909
3534,0.4909090909090909,0.05454545454545454
3456,0.4909090909090909,0.10909090909090909
3,0.49019607843137253,0.058823529411764705
5739,0.49019607843137253,0.11764705882352941
3753,0.4897959183673469,0.14285714285714285
441,0.48936170212765956,0.02127659574468085
422,0.48936170212765956,0.10638297872340426
142,0.48936170212765956,0.02127659574468085
4669,0.4888888888888889,0.022222222222222223
3861,0.4878048780487805,0.07317073170731707
5674,0.4878048780487805,0.0975609756097561
540,0.48717948717948717,0.05128205128205128
994,0.48717948717948717,0.10256410256410256
3845,0.4864864864864865,0.013513513513513514
842,0.4864864864864865,0.02702702702702703
3117,0.4864864864864865,0.08108108108108109
1762,0.4864864864864865,0.04054054054054054
3461,0.4864864864864865,0.05405405405405406
4494,0.4864864864864865,0.12162162162162163
626,0.4861111111111111,0.041666666666666664
3606,0.4857142857142857,0.05714285714285714
4805,0.4857142857142857,0.05714285714285714
2604,0.4852941176470588,0.029411764705882353
1971,0.48484848484848486,0.18181818181818182
3354,0.48484848484848486,0.030303030303030304
3862,0.48484848484848486,0.09090909090909091
3566,0.4838709677419355,0.06451612903225806
5510,0.4838709677419355,0.0
1308,0.48314606741573035,0.02247191011235955
3104,0.4827586206896552,0.10344827586206896
2369,0.4827586206896552,0.10344827586206896
2417,0.4827586206896552,0.034482758620689655
3459,0.4827586206896552,0.10344827586206896
4844,0.4827586206896552,0.10344827586206896
2066,0.4827586206896552,0.06896551724137931
848,0.48214285714285715,0.125
4080,0.4819277108433735,0.04819277108433735
3797,0.48148148148148145,0.1111111111111111
3366,0.48148148148148145,0.1111111111111111
3257,0.48148148148148145,0.1111111111111111
589,0.48148148148148145,0.1111111111111111
2226,0.4807692307692308,0.0
4340,0.48,0.16
2706,0.48,0.04
565,0.48,0.16
455,0.48,0.0
4396,0.48,0.08
1249,0.48,0.16
4392,0.48,0.12
3937,0.4794520547945205,0.1232876712328767
2448,0.4794520547945205,0.0684931506849315
3170,0.4794520547945205,0.0
538,0.4791666666666667,0.0625
3567,0.4782608695652174,0.014492753623188406
1283,0.4782608695652174,0.021739130434782608
2690,0.4782608695652174,0.043478260869565216
1520,0.4782608695652174,0.043478260869565216
4427,0.4782608695652174,0.08695652173913043
3027,0.4782608695652174,0.0
2549,0.4782608695652174,0.13043478260869565
5122,0.4782608695652174,0.13043478260869565
3915,0.4782608695652174,0.0
5194,0.4782608695652174,0.057971014492753624
2924,0.4782608695652174,0.06521739130434782
5732,0.47619047619047616,0.047619047619047616
1431,0.47619047619047616,0.047619047619047616
4871,0.47619047619047616,0.0
3324,0.47619047619047616,0.047619047619047616
4992,0.47619047619047616,0.0
1801,0.47619047619047616,0.14285714285714285
3616,0.47619047619047616,0.0
2893,0.47619047619047616,0.09523809523809523
535,0.47619047619047616,0.19047619047619047
5116,0.47619047619047616,0.09523809523809523
5363,0.47540983606557374,0.11475409836065574
4857,0.47540983606557374,0.0
2007,0.475,0.125
1702,0.475,0.1375
2327,0.4745762711864407,0.01694915254237288
1826,0.47368421052631576,0.08771929824561403
4604,0.47368421052631576,0.02631578947368421
5869,0.47368421052631576,0.02631578947368421
5617,0.47297297297297297,0.05405405405405406
5730,0.4725274725274725,0.04395604395604396
159,0.4722222222222222,0.027777777777777776
1536,0.4722222222222222,0.027777777777777776
4495,0.4722222222222222,0.1111111111111111
3047,0.4714285714285714,0.08571428571428572
4172,0.4714285714285714,0.02857142857142857
170,0.47126436781609193,0.06896551724137931
3936,0.47058823529411764,0.11764705882352941
3102,0.47058823529411764,0.08823529411764706
2501,0.47058823529411764,0.09411764705882353
5127,0.47058823529411764,0.11764705882352941
747,0.46875,0.1875
3743,0.46875,0.1875
3748,0.46875,0.09375
2420,0.46808510638297873,0.1276595744680851
1742,0.46808510638297873,0.1276595744680851
672,0.46808510638297873,0.0425531914893617
3522,0.46774193548387094,0.06451612903225806
5710,0.4675324675324675,0.05194805194805195
5903,0.4675324675324675,0.06493506493506493
6033,0.4666666666666667,0.08333333333333333
3165,0.4666666666666667,0.03333333333333333
974,0.4666666666666667,0.15
5149,0.4666666666666667,0.03333333333333333
5901,0.4666666666666667,0.13333333333333333
3977,0.4666666666666667,0.06666666666666667
4097,0.4666666666666667,0.0
5934,0.4666666666666667,0.03333333333333333
5819,0.4666666666666667,0.1
2689,0.46534653465346537,0.04950495049504951
532,0.46511627906976744,0.09302325581395349
5231,0.4642857142857143,0.14285714285714285
4822,0.4642857142857143,0.0
3928,0.4642857142857143,0.07142857142857142
4542,0.4642857142857143,0.14285714285714285
3221,0.4634146341463415,0.0
3094,0.4634146341463415,0.07317073170731707
292,0.4634146341463415,0.07317073170731707
4894,0.4634146341463415,0.1951219512195122
3784,0.4634146341463415,0.04878048780487805
4848,0.46296296296296297,0.09259259259259259
3035,0.4625,0.05
6021,0.4621212121212121,0.03787878787878788
5884,0.46153846153846156,0.038461538461538464
168,0.46153846153846156,0.07692307692307693
1210,0.46153846153846156,0.02564102564102564
2300,0.46153846153846156,0.07692307692307693
3288,0.46153846153846156,0.19230769230769232
3723,0.46153846153846156,0.02564102564102564
297,0.4606741573033708,0.0449438202247191
5602,0.4605263157894737,0.06578947368421052
404,0.46,0.06
266,0.46,0.14
4910,0.46,0.08
3472,0.46,0.06
1180,0.4594594594594595,0.16216216216216217
4046,0.4594594594594595,0.08108108108108109
876,0.4594594594594595,0.04504504504504504
4226,0.4594594594594595,0.02702702702702703
562,0.4594594594594595,0.10810810810810811
5424,0.45925925925925926,0.022222222222222223
3177,0.45901639344262296,0.14754098360655737
4010,0.4583333333333333,0.08333333333333333
1602,0.4583333333333333,0.14166666666666666
5388,0.4583333333333333,0.08333333333333333
4847,0.4583333333333333,0.05555555555555555
4120,0.4583333333333333,0.10416666666666667
1234,0.4583333333333333,0.041666666666666664
615,0.4574468085106383,0.02127659574468085
1623,0.45714285714285713,0.05714285714285714
5489,0.45714285714285713,0.04285714285714286
4513,0.45714285714285713,0.14285714285714285
1663,0.45652173913043476,0.043478260869565216
5997,0.45614035087719296,0.03508771929824561
5484,0.45569620253164556,0.06329113924050633
3479,0.45555555555555555,0.1
1913,0.45454545454545453,0.045454545454545456
2337,0.45454545454545453,0.01818181818181818
2516,0.45454545454545453,0.045454545454545456
1144,0.45454545454545453,0.09090909090909091
3059,0.45454545454545453,0.06818181818181818
1385,0.45454545454545453,0.18181818181818182
2639,0.45454545454545453,0.09090909090909091
946,0.45454545454545453,0.24242424242424243
243,0.45454545454545453,0.09090909090909091
213,0.45454545454545453,0.0
1344,0.4533333333333333,0.06666666666666667
3449,0.453125,0.0625
5442,0.453125,0.03125
3828,0.4523809523809524,0.09523809523809523
3316,0.4523809523809524,0.07142857142857142
3090,0.45161290322580644,0.12903225806451613
4275,0.45161290322580644,0.16129032258064516
661,0.4507042253521127,0.11267605633802817
2082,0.4507042253521127,0.1267605633802817
1063,0.45,0.16
5115,0.45,0.15
222,0.45,0.075
2759,0.45,0.1
5027,0.45,0.0
2530,0.45,0.1
98,0.45,0.1
2768,0.45,0.075
5314,0.45,0.05
2362,0.4489795918367347,0.12244897959183673
4200,0.4489795918367347,0.04081632653061224
5982,0.44881889763779526,0.03937007874015748
5994,0.44871794871794873,0.038461538461538464
2220,0.4482758620689655,0.13793103448275862
5266,0.4482758620689655,0.034482758620689655
2469,0.4482758620689655,0.1206896551724138
440,0.4482758620689655,0.034482758620689655
2107,0.4482758620689655,0.10344827586206896
1278,0.44776119402985076,0.05970149253731343
5700,0.4473684210526316,0.15789473684210525
4595,0.4473684210526316,0.05263157894736842
2224,0.4473684210526316,0.02631578947368421
309,0.44715447154471544,0.056910569105691054
3447,0.4470588235294118,0.047058823529411764
3116,0.4470588235294118,0.058823529411764705
4588,0.44680851063829785,0.0425531914893617
4862,0.44680851063829785,0.07446808510638298
5487,0.44680851063829785,0.06382978723404255
1987,0.44680851063829785,0.0425531914893617
4709,0.44642857142857145,0.03571428571428571
5701,0.44537815126050423,0.06722689075630252
120,0.4444444444444444,0.047619047619047616
2396,0.4444444444444444,0.1111111111111111
5372,0.4444444444444444,0.0
5191,0.4444444444444444,0.05555555555555555
610,0.4444444444444444,0.023809523809523808
70,0.4444444444444444,0.07407407407407407
2845,0.4444444444444444,0.037037037037037035
2636,0.4444444444444444,0.031746031746031744
5162,0.4444444444444444,0.08333333333333333
894,0.44285714285714284,0.07142857142857142
2421,0.4426229508196721,0.01639344262295082
5181,0.4423076923076923,0.07692307692307693
2284,0.4423076923076923,0.11538461538461539
3006,0.4423076923076923,0.019230769230769232
374,0.4423076923076923,0.0
2856,0.4423076923076923,0.11538461538461539
4859,0.4418604651162791,0.046511627906976744
3302,0.4418604651162791,0.05813953488372093
4781,0.4418604651162791,0.16279069767441862
2342,0.44155844155844154,0.1038961038961039
3148,0.4411764705882353,0.10784313725490197
4307,0.4411764705882353,0.0
143,0.4411764705882353,0.029411764705882353
632,0.4411764705882353,0.0
3443,0.44,0.04
1036,0.44,0.02
5110,0.44,0.04
4019,0.44,0.12
2538,0.44,0.2
527,0.44,0.16
3944,0.44,0.04
2618,0.44,0.08
14,0.44,0.08
607,0.44,0.08
5471,0.44,0.08
4707,0.43902439024390244,0.0975609756097561
3284,0.43902439024390244,0.0975609756097561
5560,0.43902439024390244,0.036585365853658534
2000,0.4387755102040816,0.05102040816326531
122,0.43859649122807015,0.0
4290,0.43859649122807015,0.08771929824561403
985,0.4383561643835616,0.0547945205479452
350,0.4375,0.0625
2474,0.4375,0.125
3373,0.4375,0.0625
3655,0.4375,0.03125
2394,0.43661971830985913,0.028169014084507043
2789,0.43617021276595747,0.0425531914893617
3033,0.43609022556390975,0.022556390977443608
1815,0.4358974358974359,0.07692307692307693
371,0.4358974358974359,0.08974358974358974
5864,0.4358974358974359,0.07692307692307693
3750,0.4358974358974359,0.15384615384615385
1684,0.43548387096774194,0.08064516129032258
3500,0.43548387096774194,0.016129032258064516
3431,0.43548387096774194,0.04838709677419355
244,0.43529411764705883,0.047058823529411764
1918,0.43478260869565216,0.08695652173913043
478,0.43478260869565216,0.043478260869565216
2671,0.43478260869565216,0.08695652173913043
1336,0.43478260869565216,0.043478260869565216
579,0.43478260869565216,0.08695652173913043
5435,0.43478260869565216,0.043478260869565216
4582,0.43478260869565216,0.13043478260869565
1859,0.43478260869565216,0.08695652173913043
395,0.43478260869565216,0.043478260869565216
3636,0.43478260869565216,0.17391304347826086
2722,0.43478260869565216,0.13043478260869565
4926,0.43478260869565216,0.08695652173913043
3236,0.43478260869565216,0.08695652173913043
1397,0.4339622641509434,0.1320754716981132
3966,0.4339622641509434,0.11320754716981132
730,0.4339622641509434,0.1509433962264151
4039,0.4339622641509434,0.018867924528301886
3000,0.4339622641509434,0.03773584905660377
182,0.43373493975903615,0.07228915662650602
1972,0.43373493975903615,0.04819277108433735
3339,0.43373493975903615,0.0963855421686747
5834,0.43333333333333335,0.06666666666666667
5473,0.43333333333333335,0.016666666666666666
3164,0.43333333333333335,0.1
3119,0.43333333333333335,0.05555555555555555
4441,0.43333333333333335,0.03333333333333333
2573,0.4329896907216495,0.041237113402061855
2461,0.4326923076923077,0.07692307692307693
4850,0.43243243243243246,0.10810810810810811
1326,0.43243243243243246,0.05405405405405406
4638,0.43243243243243246,0.05405405405405406
4667,0.43243243243243246,0.10810810810810811
5396,0.43209876543209874,0.037037037037037035
804,0.4318181818181818,0.13636363636363635
616,0.4318181818181818,0.045454545454545456
4066,0.43157894736842106,0.021052631578947368
1217,0.43137254901960786,0.0392156862745098
385,0.4306569343065693,0.1386861313868613
1895,0.43023255813953487,0.03488372093023256
2619,0.43010752688172044,0.043010752688172046
4915,0.42990654205607476,0.04672897196261682
226,0.42857142857142855,0.09523809523809523
5022,0.42857142857142855,0.14285714285714285
1665,0.42857142857142855,0.1111111111111111
1534,0.42857142857142855,0.09523809523809523
89,0.42857142857142855,0.047619047619047616
2207,0.42857142857142855,0.047619047619047616
680,0.42857142857142855,0.0
5496,0.42857142857142855,0.10714285714285714
2277,0.42857142857142855,0.10714285714285714
5130,0.42857142857142855,0.10714285714285714
640,0.42857142857142855,0.14285714285714285
5926,0.42857142857142855,0.031746031746031744
5859,0.42857142857142855,0.05714285714285714
4943,0.42857142857142855,0.2857142857142857
5804,0.42857142857142855,0.047619047619047616
1823,0.42857142857142855,0.10714285714285714
5304,0.42857142857142855,0.11428571428571428
227,0.42857142857142855,0.03571428571428571
833,0.42857142857142855,0.0
559,0.42857142857142855,0.19047619047619047
5923,0.42857142857142855,0.02857142857142857
907,0.42857142857142855,0.0
1610,0.42857142857142855,0.07142857142857142
1129,0.42718446601941745,0.02912621359223301
5562,0.4266666666666667,0.12
5920,0.42657342657342656,0.04195804195804196
3270,0.4262295081967213,0.07377049180327869
3857,0.42592592592592593,0.09259259259259259
2783,0.42592592592592593,0.037037037037037035
2987,0.42592592592592593,0.09259259259259259
4599,0.425531914893617,0.23404255319148937
3809,0.425531914893617,0.06382978723404255
1519,0.42528735632183906,0.08045977011494253
988,0.4246575342465753,0.0821917808219178
1025,0.42424242424242425,0.06060606060606061
3355,0.42424242424242425,0.2727272727272727
1876,0.42424242424242425,0.06060606060606061
5175,0.42424242424242425,0.030303030303030304
4676,0.42424242424242425,0.030303030303030304
5402,0.42391304347826086,0.10869565217391304
4002,0.423728813559322,0.06779661016949153
5460,0.4235294117647059,0.07058823529411765
3452,0.4235294117647059,0.047058823529411764
1166,0.4230769230769231,0.0
3870,0.4230769230769231,0.11538461538461539
468,0.4230769230769231,0.15384615384615385
1898,0.4230769230769231,0.11538461538461539
4564,0.4230769230769231,0.11538461538461539
4163,0.4230769230769231,0.23076923076923078
1784,0.4230769230769231,0.09615384615384616
3368,0.422680412371134,0.07216494845360824
3777,0.4224137931034483,0.04310344827586207
2749,0.4222222222222222,0.06666666666666667
2154,0.4222222222222222,0.022222222222222223
5849,0.4222222222222222,0.1111111111111111
4475,0.4222222222222222,0.1111111111111111
944,0.4222222222222222,0.08888888888888889
3091,0.421875,0.078125
100,0.42105263157894735,0.02631578947368421
4949,0.42105263157894735,0.10526315789473684
4263,0.42105263157894735,0.05263157894736842
755,0.42063492063492064,0.07936507936507936
3357,0.42028985507246375,0.11594202898550725
1528,0.42028985507246375,0.07246376811594203
2239,0.42016806722689076,0.07563025210084033
523,0.42,0.05
1280,0.42,0.06
3192,0.42,0.02666666666666667
1187,0.41935483870967744,0.06451612903225806
5611,0.41935483870967744,0.0967741935483871
863,0.41935483870967744,0.1774193548387097
5790,0.41935483870967744,0.10752688172043011
2253,0.41935483870967744,0.0967741935483871
4402,0.41935483870967744,0.06451612903225806
377,0.41911764705882354,0.029411764705882353
2522,0.4189189189189189,0.05405405405405406
5648,0.4188034188034188,0.02564102564102564
2435,0.4188034188034188,0.03418803418803419
912,0.4186046511627907,0.023255813953488372
2510,0.4186046511627907,0.09302325581395349
2313,0.4186046511627907,0.023255813953488372
5034,0.41843971631205673,0.07801418439716312
5879,0.41818181818181815,0.03636363636363636
3130,0.417910447761194,0.13432835820895522
729,0.4178082191780822,0.0410958904109589
514,0.4177215189873418,0.10126582278481013
1555,0.4177215189873418,0.0759493670886076
3674,0.4175824175824176,0.08791208791208792
5935,0.4166666666666667,0.08333333333333333
5102,0.4166666666666667,0.013888888888888888
6027,0.4166666666666667,0.05555555555555555
5339,0.4166666666666667,0.018518518518518517
3322,0.4166666666666667,0.0
4164,0.4166666666666667,0.08333333333333333
4860,0.4166666666666667,0.125
573,0.4166666666666667,0.16666666666666666
3701,0.4166666666666667,0.047619047619047616
5799,0.4166666666666667,0.08333333333333333
1296,0.4166666666666667,0.020833333333333332
2716,0.4166666666666667,0.0
80,0.4166666666666667,0.020833333333333332
