20,1694,3
20,2641,4
20,1912,5
20,2571,5
20,1923,4
20,1371,4
20,1527,5
20,1468,3
20,3717,2
20,3578,5
20,1617,5
20,2858,4
20,457,4
20,3753,5
20,110,5
20,2028,4
20,1240,4
24,2987,4
24,3424,4
24,648,3
24,3354,1
24,1259,4
24,3361,4
24,585,4
24,3000,4
24,153,4
24,2064,4
24,802,3
24,1263,5
24,1265,4
24,1193,5
24,590,4
24,1198,5
24,592,4
24,593,5
24,2716,4
24,597,4
24,3448,5
24,1777,4
24,2144,4
24,1270,4
24,2723,3
24,3526,4
24,2657,4
24,1784,3
24,1788,3
24,318,4
24,175,4
24,2081,4
24,1288,5
24,3608,3
24,2734,3
24,2301,4
24,3104,4
24,329,3
24,902,4
24,1291,4
24,1296,5
24,3471,4
24,2671,4
24,260,5
24,266,2
24,2243,4
24,1441,4
24,2245,4
24,2174,3
24,912,5
24,2248,4
24,1377,4
24,3552,5
24,2683,4
24,2757,4
24,1958,5
24,1959,5
24,3129,4
24,920,5
24,3707,1
24,2836,4
24,2692,4
24,1965,3
24,1968,5
24,425,4
24,2407,4
24,1535,4
24,1394,4
24,2915,4
24,2918,4
24,364,4
24,3072,4
24,296,5
24,50,5
24,2424,3
24,3081,4
24,953,5
24,2791,4
24,2795,4
24,2797,4
24,380,3
24,527,5
24,3160,3
24,1704,4
24,1633,4
24,2001,3
24,608,5
24,539,3
24,468,4
24,3175,4
24,3685,4
24,1073,5
24,1721,3
24,3254,4
24,1580,4
24,110,4
24,1584,2
24,1220,4
24,1221,5
24,1225,4
24,2028,5
24,2396,4
24,2100,4
24,1230,5
24,1307,5
24,1090,4
24,1094,4
24,208,1
24,1247,4
25,2987,4
25,2628,5
25,3793,4
25,2700,2
25,1831,2
25,2709,5
25,2490,4
25,588,2
25,1909,3
25,223,5
25,150,4
25,157,3
25,1196,5
25,2712,4
25,737,3
25,2571,3
25,2574,3
25,1270,5
25,1920,2
25,1921,4
25,1356,5
25,329,2
25,1291,5
25,2094,3
25,2676,5
25,1876,2
25,260,5
25,2173,3
25,1371,2
25,1372,5
25,1373,3
25,1374,5
25,1375,3
25,1376,5
25,3623,4
25,2683,3
25,1882,1
25,2253,4
25,780,4
25,1387,3
25,788,2
25,2692,5
25,3717,4
25,435,3
25,1610,5
25,1544,3
25,3156,5
25,1129,4
25,1704,4
25,1639,4
25,1205,5
25,3676,1
25,3174,4
25,3175,3
25,1573,5
25,2011,5
25,3751,3
25,2012,5
25,1210,5
25,546,4
25,473,3
25,1653,4
25,1580,4
25,110,3
25,2028,5
25,480,4
25,2541,4
25,1676,4
28,1179,4
28,2550,4
28,648,3
28,144,2
28,3793,4
28,650,3
28,2997,4
28,3000,3
28,1,3
28,2132,5
28,1266,3
28,1193,3
28,1196,5
28,1197,5
28,1198,5
28,593,3
28,2571,3
28,1411,4
28,1271,4
28,1277,4
28,1278,5
28,1923,3
28,2657,4
28,2080,3
28,1284,5
28,3101,2
28,2599,4
28,902,5
28,1291,4
28,904,4
28,906,4
28,3548,4
28,260,4
28,334,4
28,266,2
28,2174,3
28,912,5
28,2248,4
28,846,4
28,778,4
28,1956,4
28,2321,4
28,1387,4
28,2908,4
28,2762,4
28,1968,5
28,357,3
28,39,4
28,930,5
28,1537,4
28,2918,5
28,3210,3
28,293,4
28,47,2
28,1617,2
28,2858,4
28,50,5
28,2282,4
28,954,5
28,2797,3
28,527,5
28,454,2
28,3097,4
28,1200,4
28,3671,4
28,898,4
28,2947,4
28,1208,3
28,1136,4
28,608,4
28,2011,2
28,1210,5
28,1214,5
28,2881,3
28,2020,4
28,1224,4
28,1225,5
28,480,3
28,3334,4
28,1660,4
28,2396,5
28,2398,4
28,1748,3
28,1240,3
28,1244,4
28,1247,5
30,1176,5
30,720,3
30,2997,4
30,589,4
30,150,3
30,3943,5
30,3006,3
30,3949,4
30,1265,4
30,593,5
30,162,2
30,1922,3
30,1784,3
30,1288,2
30,17,4
30,2762,4
30,2692,3
30,3072,3
30,296,3
30,1617,4
30,1041,4
30,879,2
30,2858,4
30,50,5
30,3155,2
30,527,5
30,608,3
30,2442,3
30,1213,3
30,1216,4
30,2966,2
30,3260,3
30,3911,2
30,1097,5
30,2544,4
39,3354,2
39,3793,4
39,2997,5
39,2700,4
39,2706,2
39,2568,3
39,223,5
39,3005,3
39,1193,5
39,2710,3
39,2712,3
39,2716,5
39,2572,4
39,2723,4
39,2580,5
39,318,5
39,2599,5
39,2676,3
39,3113,2
39,3114,5
39,2826,2
39,2683,3
39,2759,3
39,24,4
39,2906,2
39,2908,3
39,2762,3
39,2763,4
39,2692,5
39,2772,4
39,1617,5
39,3081,2
39,3157,2
39,2355,4
39,3300,2
39,2502,5
39,3160,4
39,2433,2
39,3745,3
39,3174,3
39,3175,4
39,3751,5
39,3752,1
39,3753,4
39,1721,2
39,2526,1
39,86,4
39,2605,1
39,2395,5
39,2396,5
43,3793,4
43,2997,5
43,2706,4
43,2707,5
43,3298,4
43,3004,1
43,1197,5
43,2581,4
43,3114,5
43,2762,5
43,2763,3
43,1961,3
43,356,5
43,2369,4
43,2371,4
43,2961,4
43,2605,4
43,2394,5
43,2396,5
43,1307,5
47,593,2
47,318,4
47,249,4
47,2804,4
47,902,4
47,1949,4
47,1956,4
47,858,4
47,34,4
47,36,5
47,2406,3
47,1041,5
47,58,3
47,527,5
47,1208,4
47,608,3
47,1089,3
47,1247,4
51,3863,4
51,3793,4
51,588,4
51,1,5
51,1337,4
51,1265,4
51,3897,5
51,3114,5
51,1617,3
51,3159,5
51,1485,3
51,2500,3
51,2294,4
51,1721,4
51,3409,5
51,2395,3
51,2396,4
51,3527,2
51,1923,4
51,318,5
51,2599,4
51,3617,4
51,3553,5
51,3556,4
51,3484,4
51,348,3
51,34,4
51,39,4
51,2858,3
51,3594,3
51,3821,1
51,3785,5
55,589,5
55,1266,3
55,593,4
55,678,4
55,3101,3
55,1704,5
55,105,3
55,3250,4
55,1784,4
55,318,5
55,246,3
55,2687,4
55,2762,5
55,356,5
55,296,3
55,50,3
55,527,5
55,457,5
55,3672,4
55,1213,3
56,1183,1
56,588,5
56,1,5
56,6,4
56,3948,4
56,1408,4
56,593,1
56,1358,3
56,1500,5
56,902,3
56,3114,5
56,778,2
56,2321,5
56,2329,5
56,3060,3
56,2355,5
56,2289,4
56,1704,2
56,1635,5
56,1641,5
56,110,4
56,1729,3
56,2395,2
56,2396,4
56,2542,5
56,150,4
56,151,5
56,1911,3
56,2571,3
56,1845,2
56,161,4
56,1923,4
56,2580,4
56,318,4
56,246,5
56,25,4
56,2762,4
56,36,4
56,364,5
56,296,4
56,3728,5
56,2858,5
56,440,4
56,514,3
56,50,5
56,527,5
56,457,5
56,1060,1
56,1213,5
56,474,4
56,2890,5
56,2028,5
56,628,5
56,1095,3
64,3793,4
64,3005,3
64,1407,4
64,1198,5
64,1416,4
64,1291,5
64,1717,4
64,110,5
64,3273,4
64,1754,4
64,1682,4
64,2700,5
64,2710,4
64,3555,4
64,2762,5
64,2913,4
64,3578,5
64,2858,5
64,524,3
64,1210,4
64,3755,2
64,1214,2
66,1259,5
66,2135,3
66,661,2
66,1196,5
66,1272,5
66,818,3
66,2399,2
66,1919,2
66,2657,2
66,344,4
66,1961,5
66,2694,5
66,356,5
66,2858,5
66,2791,5
66,524,5
66,3755,1
66,2028,5
66,551,1
66,480,5
66,1090,4
70,2987,5
70,3793,5
70,2995,1
70,2997,5
70,908,4
70,3114,4
70,1513,4
70,3053,1
70,2336,5
70,3081,4
70,3155,4
70,3157,4
70,3174,4
70,3175,5
70,3176,4
70,2605,2
70,3408,3
70,1804,3
70,2394,4
70,2395,4
70,2396,4
70,2541,5
70,3273,2
70,3354,1
70,2706,5
70,2490,3
70,223,5
70,3510,3
70,2580,4
70,2599,3
70,3623,3
70,2826,3
70,2828,2
70,2683,4
70,2688,3
70,2762,5
70,2694,4
70,3578,5
70,3593,1
70,1127,5
70,3753,2
70,2881,3
70,551,3
70,2979,5
80,2059,3
80,589,2
80,1265,4
80,661,3
80,590,5
80,593,4
80,1416,3
80,3105,5
80,3114,3
80,920,5
80,3147,5
80,3148,5
80,2427,4
80,3157,2
80,2355,3
80,2294,2
80,1566,2
80,3173,3
80,3247,4
80,3249,3
80,1721,5
80,110,5
80,1588,3
80,3418,4
80,2628,3
80,1917,4
80,231,4
80,2687,4
80,24,4
80,2762,5
80,356,4
80,48,4
80,3809,5
80,527,5
80,62,5
80,2006,4
80,1210,3
80,2028,4
80,480,5
84,1196,5
84,1197,5
84,1199,1
84,592,2
84,750,4
84,1291,5
84,941,2
84,2502,5
84,2617,1
84,2628,1
84,1799,5
84,260,5
84,3578,5
84,435,2
84,2858,4
84,527,4
84,457,4
84,1200,5
84,1210,5
84,1214,5
84,1215,5
84,2028,4
84,480,4
84,1240,4
84,2985,3
87,589,5
87,1408,1
87,733,5
87,1196,5
87,1197,3
87,1277,4
87,826,1
87,1291,4
87,1387,5
87,3062,1
87,2194,5
87,1610,5
87,2347,1
87,2366,1
87,3178,5
87,1649,1
87,2527,1
87,110,5
87,2529,1
87,2533,1
87,3418,1
87,145,5
87,1912,1
87,2571,5
87,1916,1
87,3384,1
87,1785,1
87,260,5
87,3624,1
87,3555,5
87,1954,5
87,3639,5
87,1032,1
87,1036,3
87,3578,5
87,438,1
87,1112,1
87,377,1
87,457,5
87,2000,5
87,1201,4
87,2006,5
87,2948,1
87,2949,1
87,390,1
87,1215,3
87,2028,4
87,480,5
88,1250,4
88,2997,2
88,1259,5
88,1265,1
88,1193,5
88,1198,4
88,1284,4
88,1293,4
88,1446,5
88,2321,4
88,2324,5
88,923,5
88,924,4
88,3067,4
88,3068,4
88,1394,1
88,3210,4
88,3072,4
88,1704,5
88,110,4
88,111,5
88,3334,4
88,1594,2
88,1747,4
88,1674,4
88,3361,4
88,2710,1
88,1923,5
88,318,4
88,1945,5
88,11,4
88,1956,5
88,1961,5
88,1968,4
88,2927,5
88,527,5
88,1203,5
88,1207,5
88,608,5
88,541,3
88,1221,5
88,1225,5
88,2028,5
88,1228,4
88,1084,5
88,480,3
88,1300,5
88,1230,5
88,1231,5
88,2973,3
88,1307,4
88,1090,3
88,1244,3
88,1172,5
88,3788,5
89,3868,1
89,3869,1
89,1193,5
89,733,5
89,2431,5
89,1704,4
89,3173,4
89,3265,4
89,1961,4
89,370,1
89,2791,1
89,2792,1
89,527,5
89,2947,5
89,1218,4
89,2028,4
89,1080,1
96,2997,3
96,1259,4
96,1,4
96,1408,3
96,1265,3
96,1266,3
96,1193,3
96,1196,3
96,590,3
96,1197,5
96,593,4
96,1270,4
96,2078,4
96,1277,5
96,1358,4
96,3100,4
96,3105,3
96,830,3
96,3114,3
96,919,4
96,2324,4
96,2268,4
96,1393,2
96,1394,3
96,1610,4
96,1614,1
96,1617,4
96,1625,3
96,110,4
96,1727,3
96,3408,4
96,2396,4
96,3421,3
96,1907,3
96,150,4
96,1694,2
96,3513,4
96,2571,3
96,161,5
96,3526,5
96,1784,3
96,318,5
96,2804,2
96,1873,3
96,337,4
96,17,3
96,3623,2
96,1961,4
96,1028,4
96,36,3
96,1036,4
96,3578,3
96,527,5
96,2871,3
96,1207,4
96,608,4
96,3753,4
96,1213,4
96,474,4
96,2020,4
96,1225,4
96,2028,4
96,553,2
96,1231,4
96,1242,4
98,648,4
98,593,3
98,2302,3
98,2241,3
98,920,5
98,1562,3
98,3507,4
98,2657,1
98,318,5
98,3578,5
98,296,4
98,2791,5
98,1129,4
98,1997,2
98,527,5
98,2028,5
100,648,2
100,800,5
100,3948,3
100,1408,3
100,1196,4
100,1197,4
100,1198,4
100,592,3
100,593,4
100,1356,3
100,3107,3
100,1371,3
100,1373,3
100,1375,3
100,924,4
100,780,1
100,1387,3
100,858,4
100,2405,3
100,2406,4
100,1544,3
100,2427,2
100,2367,3
100,1499,2
100,969,4
100,2527,3
100,3257,3
100,1586,3
100,2535,2
100,2393,3
100,1597,2
100,3274,3
100,1676,3
100,208,2
100,2628,3
100,2567,1
100,3441,2
100,2640,2
100,2571,3
100,318,4
100,260,4
100,265,3
100,1954,4
100,21,4
100,349,3
100,3702,2
100,288,3
100,292,3
100,1049,2
100,380,2
100,527,5
100,1200,3
100,1208,2
100,1210,4
100,1213,4
100,541,3
100,1221,3
100,2028,4
100,480,3
100,1304,3
100,2115,3
105,2991,5
105,6,3
105,3946,1
105,1408,3
105,1196,5
105,1197,5
105,3029,4
105,1287,5
105,3104,5
105,1291,5
105,1515,2
105,1374,5
105,1387,5
105,858,5
105,2194,4
105,861,3
105,3153,5
105,2288,4
105,2529,5
105,2600,4
105,3418,4
105,2571,5
105,163,5
105,3527,5
105,3384,4
105,1957,5
105,2901,4
105,3639,5
105,2912,3
105,3578,5
105,3654,5
105,1127,4
105,1200,4
105,2006,4
105,2944,5
105,2872,4
105,2949,4
105,468,4
105,1210,4
105,2951,5
105,1214,5
105,1220,3
105,1222,4
105,2028,5
105,480,3
105,555,5
105,1304,5
105,2115,5
105,1242,5
120,1193,5
120,1196,5
120,1198,4
120,593,4
120,1276,5
120,1282,4
120,750,5
120,2160,4
120,903,3
120,904,3
120,923,3
120,858,5
120,1394,5
120,111,3
120,994,5
120,2542,4
120,1673,4
120,3362,3
120,1785,3
120,2664,3
120,3468,3
120,3469,3
120,1945,3
120,3484,3
120,1953,3
120,1036,1
120,3578,4
120,296,5
120,2858,4
120,50,4
120,2791,4
120,2792,4
120,527,5
120,457,2
120,1203,3
120,1207,4
120,1208,5
120,1136,4
120,608,3
120,3755,2
120,1214,2
120,1219,4
120,1222,3
120,1225,3
120,2028,3
120,1228,3
120,480,2
120,1304,3
120,1234,4
120,3783,4
120,1247,4
122,2058,3
122,733,5
122,1196,4
122,1198,4
122,1291,4
122,2094,2
122,1377,3
122,1387,2
122,858,3
122,786,1
122,2402,1
122,2409,2
122,2410,2
122,2273,2
122,3082,3
122,1722,4
122,1580,2
122,2529,4
122,2616,4
122,1676,1
122,208,1
122,2628,3
122,2700,1
122,1690,3
122,223,4
122,1917,1
122,3527,4
122,260,3
122,1954,4
122,3703,1
122,2763,4
122,2692,4
122,1101,4
122,3578,1
122,44,1
122,368,4
122,377,2
122,457,4
122,1200,4
122,1210,4
122,2023,3
122,2028,4
122,3697,4
122,480,2
122,95,2
122,1240,3
142,3793,4
142,2997,5
142,589,3
142,1,4
142,3007,2
142,1265,2
142,661,3
142,1198,5
142,595,4
142,919,3
142,2321,4
142,1393,2
142,1617,3
142,3160,4
142,3253,3
142,111,3
142,223,5
142,1699,3
142,3512,1
142,2571,1
142,1784,2
142,318,5
142,260,4
142,25,2
142,2761,4
142,2762,2
142,1033,4
142,3578,4
142,364,5
142,2858,3
142,1120,3
142,2881,2
142,2890,4
142,2028,3
142,551,3
142,553,1
142,2100,3
142,1097,4
143,648,5
143,2997,3
143,1408,3
143,733,4
143,1197,3
143,3107,3
143,3114,4
143,1517,5
143,2321,4
143,2324,5
143,3060,4
143,1608,3
143,1610,5
143,2353,3
143,2427,5
143,2502,4
143,3178,2
143,1721,4
143,1722,5
143,3256,4
143,1580,3
143,110,5
143,3408,3
143,2390,3
143,2541,3
143,1680,4
143,2485,3
143,2700,1
143,2706,4
143,2490,3
143,2716,2
143,2571,5
143,1777,4
143,163,3
143,2724,1
143,1784,5
143,10,4
143,11,3
143,2683,4
143,2759,3
143,2686,4
143,1959,2
143,349,4
143,2762,4
143,2763,5
143,2916,1
143,3578,5
143,2858,5
143,377,2
143,380,4
143,2006,3
143,3753,1
143,2881,1
143,480,3
143,2108,3
144,2053,1
144,588,3
144,1265,3
144,593,2
144,2094,3
144,2311,4
144,924,5
144,780,3
144,785,1
144,2268,5
144,1396,5
144,1625,5
144,2433,4
144,2369,1
144,1645,1
144,3185,5
144,2605,4
144,3408,5
144,1797,5
144,3623,3
144,2686,5
144,1961,5
144,3717,3
144,3578,5
144,2858,2
144,527,5
145,2997,5
145,2093,1
145,2311,3
145,2318,3
145,2333,5
145,2337,3
145,2395,4
145,2396,3
145,2700,4
145,2702,3
145,3360,3
145,2706,2
145,223,4
145,2710,3
145,2716,4
145,2572,1
145,233,3
145,2580,4
145,2599,4
145,2672,1
145,2683,2
145,2686,1
145,2908,5
145,1961,3
145,1968,3
145,2699,1
145,2858,4
145,2861,1
145,455,1
145,2959,5
145,2038,2
145,1093,2
152,1259,5
152,1,4
152,1197,5
152,1276,5
152,1278,4
152,839,4
152,2279,2
152,1721,1
152,3255,4
152,1753,5
152,223,5
152,2716,4
152,2804,4
152,180,5
152,2599,3
152,10,4
152,1884,5
152,1968,5
152,2791,3
152,1136,5
159,2987,4
159,3793,3
159,1198,4
159,3114,4
159,1513,2
159,2355,3
159,3255,3
159,3408,4
159,2396,4
159,2485,4
159,2706,5
159,2718,4
159,2572,4
159,2724,5
159,2581,3
159,2805,3
159,2599,4
159,3615,4
159,3543,3
159,2683,3
159,2762,5
159,2763,5
159,2772,3
159,2858,3
159,3751,4
159,1210,3
159,3753,4
159,2028,4
159,1234,5
160,648,2
160,3793,3
160,3798,3
160,1282,4
160,1286,5
160,2160,3
160,1387,3
160,1396,4
160,1544,3
160,3185,3
160,3510,3
160,2791,3
160,3598,4
160,1210,3
160,480,4
160,3916,5
168,588,2
168,1,4
168,1196,4
168,3101,3
168,1394,5
168,1619,5
168,1580,3
168,1840,4
168,2717,3
168,1772,1
168,2599,4
168,260,5
168,1960,5
168,364,3
168,3591,5
168,608,5
168,3755,4
168,1220,5
168,1221,4
168,1097,5
168,2985,1
170,648,2
170,3793,3
170,1253,5
170,2997,5
170,589,4
170,1266,3
170,1198,5
170,593,5
170,1270,4
170,741,4
170,1283,4
170,750,5
170,908,5
170,2324,5
170,920,4
170,923,5
170,780,2
170,858,5
170,1466,4
170,1617,4
170,1544,3
170,3300,1
170,110,5
170,2459,2
170,3409,3
170,3265,5
170,1591,3
170,1748,5
170,2701,1
170,2706,3
170,3298,3
170,2710,1
170,2571,5
170,2657,2
170,2662,5
170,3468,5
170,3469,5
170,3471,3
170,260,5
170,3624,3
170,3555,4
170,2826,2
170,2827,3
170,2683,4
170,277,4
170,2692,3
170,2699,3
170,32,4
170,2916,3
170,2770,3
170,1036,4
170,3578,5
170,2858,4
170,3736,5
170,527,5
170,457,4
170,1200,5
170,1204,5
170,2948,4
170,1210,5
170,3755,4
170,1218,5
170,1222,4
170,1225,4
170,2028,4
170,480,3
170,1304,4
170,2976,4
170,1237,4
170,1097,5
177,2987,4
177,589,3
177,590,5
177,1197,4
177,2140,2
177,1358,5
177,3032,3
177,3036,4
177,1291,4
177,904,4
177,2174,5
177,924,5
177,3175,5
177,1721,4
177,1580,5
177,2529,3
177,1584,4
177,2628,4
177,2571,5
177,1921,4
177,3471,3
177,2677,5
177,260,5
177,337,5
177,3634,3
177,2762,5
177,2858,5
177,1204,5
177,1210,5
177,1214,3
177,541,4
177,1148,5
177,1077,4
177,480,4
177,1230,4
177,1240,3
182,648,5
182,2124,1
182,589,3
182,1,5
182,3948,5
182,1265,5
182,593,4
182,597,2
182,3114,4
182,1517,5
182,1379,4
182,3052,3
182,2195,3
182,1610,5
182,3301,5
182,2502,4
182,1704,5
182,104,5
182,1721,4
182,3255,4
182,1580,4
182,110,5
182,1584,4
182,3261,2
182,2396,5
182,1747,3
182,144,4
182,2700,5
182,3361,4
182,2706,5
182,223,5
182,2571,5
182,1777,3
182,161,2
182,3526,4
182,1784,5
182,318,5
182,3608,3
182,2599,2
182,337,4
182,3484,2
182,2683,4
182,3499,1
182,34,4
182,39,4
182,500,3
182,507,3
182,367,1
182,47,3
182,296,4
182,2858,5
182,440,3
182,441,5
182,50,5
182,3809,5
182,69,3
182,2000,3
182,1060,5
182,1136,5
182,3751,5
182,3753,4
182,1213,3
182,3755,3
182,2028,5
182,1089,1
182,1169,5
182,2114,1
196,3948,3
196,1193,4
196,1267,5
196,593,3
196,3897,5
196,903,4
196,904,5
196,908,4
196,912,3
196,2183,3
196,1617,3
196,111,4
196,3515,4
196,3546,3
196,2762,5
196,357,4
196,296,5
196,2858,5
196,50,5
196,1200,3
196,608,5
196,3751,4
196,2952,4
196,1221,4
196,3911,5
196,1240,5
197,1259,5
197,1197,5
197,593,4
197,1270,2
197,3897,3
197,2324,5
197,1393,3
197,3147,4
197,2272,4
197,3160,4
197,318,5
197,3538,5
197,265,5
197,3481,4
197,412,2
197,1222,4
197,480,3
197,1090,3
207,1196,5
207,2160,4
207,1721,4
207,2399,4
207,996,4
207,3354,3
207,144,5
207,3513,4
207,3538,4
207,12,1
207,3481,4
207,3555,4
207,2791,2
207,1129,3
207,3751,4
207,1210,4
207,3755,3
207,480,3
207,3917,2
212,648,4
212,3868,4
212,3869,4
212,1259,5
212,1188,2
212,587,4
212,589,5
212,2064,4
212,1265,3
212,1197,4
212,1198,4
212,593,4
212,1357,3
212,1358,4
212,2302,4
212,3039,4
212,1291,4
212,908,4
212,2245,4
212,1370,5
212,2247,3
212,2174,4
212,1518,3
212,917,4
212,1385,4
212,1531,3
212,2262,3
212,1608,5
212,2268,4
212,1393,4
212,3210,4
212,1614,3
212,2278,2
212,2352,4
212,1552,4
212,1485,4
212,1704,4
212,1641,3
212,2518,3
212,1721,3
212,3253,3
212,1580,4
212,111,3
212,1729,3
212,2396,2
212,125,4
212,3418,3
212,3500,4
212,3360,4
212,3362,4
212,3363,3
212,1769,3
212,3448,5
212,231,4
212,3526,4
212,318,4
212,246,3
212,1792,4
212,11,5
212,261,2
212,21,3
212,344,4
212,349,5
212,2918,4
212,500,4
212,1036,5
212,292,3
212,367,4
212,296,4
212,440,5
212,370,4
212,50,3
212,2797,5
212,380,5
212,527,4
212,457,5
212,2000,4
212,1136,4
212,1213,4
212,1214,3
212,1073,3
212,1079,4
212,474,5
212,1220,4
212,2028,4
212,480,4
212,556,4
212,494,5
213,588,5
213,1,5
213,1265,3
213,2321,4
213,852,4
213,1608,5
213,2355,5
213,2431,5
213,3253,3
213,1580,4
213,110,5
213,224,5
213,260,4
213,11,4
213,34,3
213,1042,4
213,440,4
213,1210,4
215,1,4
215,2302,5
215,2167,5
215,2094,5
215,1372,4
215,1527,2
215,3072,5
215,1584,5
215,1676,4
215,3421,5
215,3354,4
215,2628,5
215,1909,5
215,316,4
215,2803,5
215,1876,4
215,3551,5
215,24,5
215,1961,5
215,356,5
215,2916,4
215,3745,5
215,3755,4
215,2021,5
215,480,5
215,1094,2
215,1097,5
215,2115,5
217,648,3
217,1250,3
217,2134,2
217,1197,5
217,2302,4
217,2542,5
217,3354,2
217,3484,1
217,2763,5
217,356,4
217,1101,5
217,2918,5
217,50,5
217,1210,3
217,480,3
217,1097,3
220,2987,4
220,648,4
220,2126,2
220,2997,5
220,1258,5
220,1259,4
220,1186,5
220,1,5
220,800,5
220,2064,5
220,1265,5
220,1197,5
220,1198,5
220,3882,2
220,1272,4
220,1288,5
220,2302,5
220,1500,3
220,1296,5
220,3114,5
220,2174,5
220,1374,5
220,2321,4
220,1394,5
220,1617,5
220,1625,3
220,2359,4
220,1711,2
220,1644,3
220,101,5
220,3176,5
220,3178,4
220,3253,3
220,1722,3
220,110,4
220,2384,5
220,1589,5
220,3408,4
220,1732,5
220,2396,4
220,125,3
220,2542,5
220,1674,5
220,2628,4
220,1754,3
220,3505,3
220,160,1
220,1923,3
220,3457,3
220,2583,5
220,318,5
220,3534,3
220,2599,5
220,3623,3
220,1952,4
220,2686,4
220,1957,5
220,1885,4
220,1961,5
220,1892,3
220,350,3
220,34,5
220,2912,5
220,2917,5
220,1036,5
220,3578,4
220,2928,3
220,527,5
220,1200,4
220,608,5
220,3752,4
220,3755,3
220,541,5
220,1079,5
220,3831,3
220,3911,4
220,1231,5
220,1307,5
220,1090,4
220,562,4
220,3852,5
220,1240,5
222,1250,5
222,3793,3
222,2054,3
222,1259,4
222,653,4
222,589,5
222,2,3
222,3007,4
222,3948,4
222,1196,5
222,590,5
222,1197,5
222,1198,5
222,2140,4
222,3893,5
222,3896,3
222,1291,4
222,2174,4
222,1374,5
222,924,4
222,788,4
222,2193,4
222,1466,5
222,1617,5
222,1704,4
222,1676,4
222,2622,4
222,2628,4
222,3438,4
222,3513,2
222,2571,5
222,3452,4
222,317,4
222,260,5
222,266,2
222,3481,4
222,3555,4
222,2693,4
222,32,4
222,1100,4
222,3578,4
222,367,4
222,2858,4
222,1050,5
222,1127,4
222,2797,4
222,1200,5
222,2005,5
222,3824,2
222,3751,5
222,1214,5
222,1215,4
222,1073,4
222,541,3
222,1076,4
222,2028,4
222,551,4
222,553,5
222,480,4
222,2100,4
222,3916,4
222,1240,4
222,3785,3
222,714,5
226,1196,3
226,920,3
226,2527,3
226,1739,2
226,3432,3
226,3361,5
226,3438,2
226,2716,4
226,1953,2
226,1960,2
226,1968,4
226,1036,4
226,1079,4
226,1220,3
226,1225,5
226,1307,5
226,1246,5
227,2997,4
227,1193,4
227,785,3
227,3219,4
227,3175,3
227,2628,2
227,2707,4
227,2490,3
227,2710,2
227,2712,4
227,2716,5
227,2657,3
227,2599,3
227,2908,3
227,2762,5
227,2692,4
227,2693,4
227,356,4
227,2840,2
227,2841,4
227,3578,3
227,1127,3
227,2959,5
231,2987,5
231,1320,4
231,720,5
231,1258,5
231,1259,5
231,589,5
231,1,5
231,3873,5
231,1333,3
231,1193,4
231,1196,5
231,590,2
231,1197,5
231,1198,5
231,2144,5
231,1270,5
231,2078,5
231,745,5
231,1286,5
231,2160,4
231,904,5
231,2248,5
231,1374,5
231,780,1
231,1387,3
231,858,5
231,2193,5
231,2194,5
231,1394,5
231,3219,5
231,1653,5
231,1580,5
231,1732,5
231,1674,5
231,1748,4
231,3505,5
231,3361,5
231,2640,4
231,2717,4
231,2723,3
231,3527,4
231,2664,5
231,3468,5
231,3397,5
231,2599,5
231,260,5
