,H_ratio,M_ratio,T_ratio
2074,0.361111111,0.527777778,0.111111111
3719,0.361111111,0.611111111,0.027777778
866,0.361111111,0.388888889,0.25
4594,0.361111111,0.5,0.138888889
4706,0.361111111,0.546296296,0.092592593
13,0.361111111,0.555555556,0.083333333
121,0.361111111,0.541666667,0.097222222
2954,0.361111111,0.555555556,0.083333333
968,0.360655738,0.540983607,0.098360656
1018,0.360655738,0.598360656,0.040983607
1995,0.360465116,0.581395349,0.058139535
3079,0.360465116,0.534883721,0.104651163
5939,0.36036036,0.54954955,0.09009009
1656,0.36,0.56,0.08
1653,0.36,0.52,0.12
5358,0.36,0.56,0.08
3661,0.36,0.552,0.088
4146,0.36,0.6,0.04
4792,0.36,0.44,0.2
1691,0.36,0.46,0.18
3303,0.36,0.48,0.16
751,0.36,0.56,0.08
41,0.36,0.56,0.08
3050,0.359375,0.5625,0.078125
1965,0.359375,0.578125,0.0625
3906,0.359375,0.53125,0.109375
5856,0.359375,0.546875,0.09375
3728,0.359375,0.5625,0.078125
2270,0.359223301,0.563106796,0.077669903
5126,0.35915493,0.570422535,0.070422535
378,0.358974359,0.564102564,0.076923077
5870,0.358974359,0.538461538,0.102564103
1638,0.358974359,0.538461538,0.102564103
2865,0.358695652,0.565217391,0.076086957
9,0.358490566,0.594339623,0.047169811
3815,0.358333333,0.566666667,0.075
2939,0.358108108,0.560810811,0.081081081
748,0.358024691,0.469135802,0.172839506
4971,0.357142857,0.642857143,0
4891,0.357142857,0.464285714,0.178571429
1460,0.357142857,0.392857143,0.25
4499,0.357142857,0.551020408,0.091836735
4968,0.357142857,0.428571429,0.214285714
2296,0.357142857,0.5,0.142857143
3344,0.357142857,0.553571429,0.089285714
1176,0.357142857,0.634920635,0.007936508
719,0.357142857,0.607142857,0.035714286
2932,0.357142857,0.642857143,0
3034,0.357142857,0.535714286,0.107142857
3395,0.357142857,0.535714286,0.107142857
3481,0.357142857,0.457142857,0.185714286
3912,0.356435644,0.514851485,0.128712871
4023,0.356321839,0.528735632,0.114942529
5593,0.35625,0.59375,0.05
4762,0.356164384,0.452054795,0.191780822
1945,0.356164384,0.465753425,0.178082192
5186,0.356164384,0.575342466,0.068493151
1996,0.355932203,0.581920904,0.062146893
3467,0.355932203,0.508474576,0.13559322
3465,0.355932203,0.593220339,0.050847458
5987,0.355932203,0.559322034,0.084745763
3185,0.355555556,0.577777778,0.066666667
1251,0.355555556,0.488888889,0.155555556
2812,0.355371901,0.644628099,0
5647,0.355263158,0.565789474,0.078947368
872,0.355140187,0.485981308,0.158878505
5875,0.355072464,0.565217391,0.079710145
2175,0.355029586,0.49112426,0.153846154
5733,0.355,0.53,0.115
2587,0.35483871,0.64516129,0
1911,0.35483871,0.419354839,0.225806452
2363,0.35483871,0.580645161,0.064516129
3628,0.35483871,0.451612903,0.193548387
5713,0.35483871,0.516129032,0.129032258
5839,0.35483871,0.548387097,0.096774194
2933,0.35483871,0.596774194,0.048387097
1816,0.35483871,0.516129032,0.129032258
1775,0.35483871,0.619354839,0.025806452
5247,0.35483871,0.483870968,0.161290323
189,0.35483871,0.516129032,0.129032258
2333,0.35483871,0.580645161,0.064516129
938,0.35483871,0.483870968,0.161290323
5801,0.354651163,0.604651163,0.040697674
853,0.354545455,0.563636364,0.081818182
1514,0.354330709,0.393700787,0.251968504
2964,0.354166667,0.625,0.020833333
4945,0.354166667,0.583333333,0.0625
2558,0.354166667,0.541666667,0.104166667
2797,0.354166667,0.541666667,0.104166667
2201,0.353846154,0.538461538,0.107692308
3943,0.353846154,0.615384615,0.030769231
3408,0.353448276,0.594827586,0.051724138
5259,0.352941176,0.529411765,0.117647059
2904,0.352941176,0.431372549,0.215686275
4248,0.352941176,0.6,0.047058824
542,0.352941176,0.558823529,0.088235294
3733,0.352941176,0.579831933,0.067226891
3194,0.352941176,0.529411765,0.117647059
4355,0.352941176,0.568627451,0.078431373
1732,0.352941176,0.5,0.147058824
4399,0.352941176,0.5,0.147058824
1953,0.352941176,0.529411765,0.117647059
5479,0.352380952,0.580952381,0.066666667
5037,0.352380952,0.552380952,0.095238095
5912,0.352,0.624,0.024
1577,0.352,0.504,0.144
1867,0.351851852,0.611111111,0.037037037
2307,0.351724138,0.565517241,0.082758621
3463,0.351351351,0.567567568,0.081081081
740,0.351351351,0.513513514,0.135135135
2803,0.351351351,0.54954955,0.099099099
465,0.351351351,0.351351351,0.297297297
4148,0.35106383,0.574468085,0.074468085
622,0.350877193,0.50877193,0.140350877
3741,0.350746269,0.604477612,0.044776119
1850,0.350649351,0.480519481,0.168831169
4757,0.350515464,0.484536082,0.164948454
5724,0.350515464,0.597938144,0.051546392
5798,0.35042735,0.615384615,0.034188034
2292,0.35,0.6,0.05
703,0.35,0.5,0.15
665,0.35,0.4,0.25
6038,0.35,0.6,0.05
2128,0.35,0.55,0.1
3530,0.35,0.55,0.1
4641,0.35,0.475,0.175
3338,0.35,0.6,0.05
4905,0.35,0.6,0.05
4764,0.35,0.525,0.125
3633,0.35,0.5,0.15
5399,0.35,0.583333333,0.066666667
3920,0.35,0.633333333,0.016666667
341,0.35,0.6,0.05
3763,0.35,0.55,0.1
2714,0.35,0.6,0.05
250,0.35,0.45,0.2
3995,0.349693252,0.63190184,0.018404908
1360,0.349514563,0.601941748,0.048543689
5032,0.349514563,0.572815534,0.077669903
603,0.349206349,0.634920635,0.015873016
72,0.348837209,0.558139535,0.093023256
2958,0.348837209,0.581395349,0.069767442
4631,0.348837209,0.550387597,0.100775194
2862,0.348837209,0.593023256,0.058139535
2850,0.348837209,0.558139535,0.093023256
623,0.348837209,0.552325581,0.098837209
1338,0.348484848,0.53030303,0.121212121
2119,0.348314607,0.601123596,0.050561798
4038,0.347826087,0.47826087,0.173913043
2385,0.347826087,0.434782609,0.217391304
4209,0.347826087,0.47826087,0.173913043
5176,0.347826087,0.5,0.152173913
5354,0.347826087,0.608695652,0.043478261
2813,0.347826087,0.47826087,0.173913043
1500,0.347826087,0.608695652,0.043478261
5800,0.347826087,0.608695652,0.043478261
600,0.347826087,0.608695652,0.043478261
4839,0.347826087,0.434782609,0.217391304
467,0.347826087,0.579710145,0.072463768
5404,0.347619048,0.566666667,0.085714286
3819,0.347457627,0.576271186,0.076271186
641,0.347107438,0.570247934,0.082644628
2192,0.347107438,0.619834711,0.033057851
2650,0.346938776,0.632653061,0.020408163
715,0.346938776,0.56122449,0.091836735
406,0.346938776,0.571428571,0.081632653
5167,0.346666667,0.573333333,0.08
3855,0.346534653,0.633663366,0.01980198
5883,0.346153846,0.538461538,0.115384615
5521,0.346153846,0.596153846,0.057692308
1622,0.346153846,0.615384615,0.038461538
200,0.346153846,0.461538462,0.192307692
4191,0.346153846,0.538461538,0.115384615
3030,0.346153846,0.576923077,0.076923077
4987,0.346153846,0.538461538,0.115384615
3071,0.346153846,0.615384615,0.038461538
3337,0.345679012,0.604938272,0.049382716
5129,0.345454545,0.563636364,0.090909091
4727,0.345454545,0.527272727,0.127272727
71,0.344827586,0.620689655,0.034482759
3544,0.344827586,0.344827586,0.310344828
1508,0.344827586,0.517241379,0.137931034
4969,0.344827586,0.413793103,0.24137931
2601,0.344827586,0.517241379,0.137931034
1839,0.344827586,0.609195402,0.045977011
5160,0.344827586,0.482758621,0.172413793
4799,0.344827586,0.551724138,0.103448276
2118,0.344827586,0.586206897,0.068965517
344,0.344444444,0.522222222,0.133333333
1233,0.344262295,0.491803279,0.163934426
2615,0.344262295,0.491803279,0.163934426
1959,0.344262295,0.524590164,0.131147541
5776,0.344262295,0.584699454,0.071038251
1846,0.344262295,0.557377049,0.098360656
914,0.344262295,0.540983607,0.114754098
5995,0.344086022,0.61827957,0.037634409
2468,0.344,0.56,0.096
1874,0.34375,0.5625,0.09375
399,0.34375,0.5,0.15625
3078,0.34375,0.46875,0.1875
2739,0.34375,0.625,0.03125
407,0.34375,0.53125,0.125
95,0.343434343,0.585858586,0.070707071
2728,0.343283582,0.582089552,0.074626866
2846,0.343137255,0.578431373,0.078431373
2766,0.343137255,0.588235294,0.068627451
1085,0.342857143,0.571428571,0.085714286
972,0.342857143,0.657142857,0
3541,0.342857143,0.6,0.057142857
1072,0.342857143,0.60952381,0.047619048
5244,0.342857143,0.485714286,0.171428571
5736,0.342857143,0.6,0.057142857
5013,0.342857143,0.571428571,0.085714286
3279,0.342857143,0.552380952,0.104761905
419,0.342592593,0.537037037,0.12037037
4034,0.342592593,0.583333333,0.074074074
2844,0.342592593,0.527777778,0.12962963
5449,0.342342342,0.621621622,0.036036036
2321,0.342342342,0.603603604,0.054054054
3427,0.342105263,0.657894737,0
2677,0.342105263,0.447368421,0.210526316
555,0.342105263,0.552631579,0.105263158
2720,0.342105263,0.578947368,0.078947368
1782,0.342105263,0.552631579,0.105263158
2897,0.341880342,0.615384615,0.042735043
882,0.341772152,0.620253165,0.037974684
577,0.341772152,0.64556962,0.012658228
5988,0.341772152,0.544303797,0.113924051
3105,0.341666667,0.6,0.058333333
2330,0.341666667,0.566666667,0.091666667
1105,0.341614907,0.577639752,0.080745342
3057,0.341614907,0.608695652,0.049689441
2652,0.341463415,0.609756098,0.048780488
5933,0.341463415,0.609756098,0.048780488
1817,0.341463415,0.552845528,0.105691057
2291,0.341463415,0.56097561,0.097560976
3405,0.341463415,0.512195122,0.146341463
3406,0.341463415,0.512195122,0.146341463
1386,0.341463415,0.512195122,0.146341463
3155,0.341176471,0.6,0.058823529
5991,0.341176471,0.541176471,0.117647059
4532,0.341085271,0.620155039,0.03875969
1368,0.340909091,0.522727273,0.136363636
2688,0.340740741,0.57037037,0.088888889
671,0.340740741,0.525925926,0.133333333
4415,0.34057971,0.601449275,0.057971014
829,0.34057971,0.579710145,0.079710145
5544,0.340425532,0.617021277,0.042553191
1588,0.340425532,0.574468085,0.085106383
4297,0.340425532,0.553191489,0.106382979
2365,0.340425532,0.553191489,0.106382979
1008,0.34,0.6,0.06
1957,0.34,0.54,0.12
2606,0.34,0.64,0.02
5707,0.34,0.52,0.14
5261,0.339805825,0.631067961,0.029126214
2620,0.33974359,0.602564103,0.057692308
2367,0.339622642,0.566037736,0.094339623
774,0.339285714,0.625,0.035714286
5233,0.339285714,0.464285714,0.196428571
2637,0.339285714,0.553571429,0.107142857
1670,0.339285714,0.535714286,0.125
505,0.339130435,0.6,0.060869565
82,0.338983051,0.601694915,0.059322034
2096,0.338842975,0.553719008,0.107438017
4481,0.338709677,0.580645161,0.080645161
4378,0.338709677,0.588709677,0.072580645
5200,0.338709677,0.629032258,0.032258065
2319,0.338709677,0.548387097,0.112903226
933,0.338709677,0.435483871,0.225806452
4528,0.338709677,0.5,0.161290323
3413,0.338582677,0.503937008,0.157480315
5210,0.338461538,0.538461538,0.123076923
5252,0.338461538,0.553846154,0.107692308
4350,0.338028169,0.464788732,0.197183099
649,0.338028169,0.450704225,0.211267606
5726,0.337837838,0.513513514,0.148648649
2572,0.337748344,0.602649007,0.059602649
4989,0.337662338,0.571428571,0.090909091
965,0.337662338,0.623376623,0.038961039
5331,0.3375,0.625,0.0375
2802,0.3375,0.575,0.0875
4654,0.3375,0.55,0.1125
5226,0.337349398,0.56626506,0.096385542
3602,0.337209302,0.558139535,0.104651163
2103,0.337078652,0.606741573,0.056179775
3173,0.336842105,0.610526316,0.052631579
1743,0.336842105,0.473684211,0.189473684
3267,0.336734694,0.602040816,0.06122449
3676,0.336633663,0.603960396,0.059405941
1231,0.336363636,0.545454545,0.118181818
249,0.336363636,0.618181818,0.045454545
3028,0.336283186,0.637168142,0.026548673
2790,0.336065574,0.614754098,0.049180328
5366,0.336,0.608,0.056
4889,0.335877863,0.63740458,0.026717557
4640,0.335526316,0.631578947,0.032894737
4177,0.335526316,0.611842105,0.052631579
1792,0.333333333,0.58974359,0.076923077
5193,0.333333333,0.578431373,0.088235294
5041,0.333333333,0.561403509,0.105263158
4746,0.333333333,0.583333333,0.083333333
1652,0.333333333,0.592592593,0.074074074
5052,0.333333333,0.428571429,0.238095238
5157,0.333333333,0.555555556,0.111111111
4885,0.333333333,0.6,0.066666667
219,0.333333333,0.638888889,0.027777778
4695,0.333333333,0.466666667,0.2
4698,0.333333333,0.481481481,0.185185185
206,0.333333333,0.5,0.166666667
2229,0.333333333,0.615384615,0.051282051
4634,0.333333333,0.549019608,0.117647059
1091,0.333333333,0.484848485,0.181818182
3005,0.333333333,0.621621622,0.045045045
1669,0.333333333,0.6,0.066666667
5066,0.333333333,0.363636364,0.303030303
4880,0.333333333,0.380952381,0.285714286
1811,0.333333333,0.333333333,0.333333333
1730,0.333333333,0.458333333,0.208333333
4548,0.333333333,0.476190476,0.19047619
4583,0.333333333,0.555555556,0.111111111
561,0.333333333,0.444444444,0.222222222
5117,0.333333333,0.523809524,0.142857143
1089,0.333333333,0.569444444,0.097222222
5079,0.333333333,0.53968254,0.126984127
3604,0.333333333,0.555555556,0.111111111
4324,0.333333333,0.545454545,0.121212121
109,0.333333333,0.555555556,0.111111111
5635,0.333333333,0.375,0.291666667
2545,0.333333333,0.450980392,0.215686275
723,0.333333333,0.625,0.041666667
2672,0.333333333,0.611111111,0.055555556
653,0.333333333,0.476190476,0.19047619
510,0.333333333,0.555555556,0.111111111
4214,0.333333333,0.564102564,0.102564103
2375,0.333333333,0.592592593,0.074074074
2009,0.333333333,0.5,0.166666667
2422,0.333333333,0.571428571,0.095238095
32,0.333333333,0.520833333,0.145833333
5540,0.333333333,0.576923077,0.08974359
3306,0.333333333,0.607843137,0.058823529
2686,0.333333333,0.523809524,0.142857143
1506,0.333333333,0.638095238,0.028571429
486,0.333333333,0.615384615,0.051282051
4259,0.333333333,0.428571429,0.238095238
1989,0.333333333,0.555555556,0.111111111
68,0.333333333,0.555555556,0.111111111
668,0.333333333,0.638888889,0.027777778
913,0.333333333,0.622222222,0.044444444
2595,0.333333333,0.58490566,0.081761006
980,0.333333333,0.540740741,0.125925926
1471,0.333333333,0.481481481,0.185185185
4027,0.333333333,0.509803922,0.156862745
3126,0.333333333,0.50617284,0.160493827
2554,0.333333333,0.595238095,0.071428571
675,0.333333333,0.595238095,0.071428571
779,0.333333333,0.5625,0.104166667
5721,0.333333333,0.5625,0.104166667
375,0.333333333,0.568627451,0.098039216
1429,0.333333333,0.583333333,0.083333333
5515,0.333333333,0.533333333,0.133333333
4256,0.333333333,0.444444444,0.222222222
5970,0.333333333,0.577777778,0.088888889
5307,0.333333333,0.631578947,0.035087719
870,0.333333333,0.472222222,0.194444444
6015,0.333333333,0.649122807,0.01754386
5325,0.333333333,0.5625,0.104166667
1604,0.333333333,0.666666667,0
4450,0.333333333,0.592592593,0.074074074
1104,0.333333333,0.481481481,0.185185185
5291,0.333333333,0.621212121,0.045454545
906,0.333333333,0.476190476,0.19047619
1405,0.333333333,0.577777778,0.088888889
5407,0.333333333,0.481481481,0.185185185
5409,0.333333333,0.523809524,0.142857143
1881,0.333333333,0.561403509,0.105263158
2735,0.333333333,0.541666667,0.125
3764,0.333333333,0.407407407,0.259259259
3215,0.333333333,0.555555556,0.111111111
4325,0.333333333,0.583333333,0.083333333
1067,0.333333333,0.5,0.166666667
4314,0.333333333,0.484848485,0.181818182
519,0.333333333,0.4,0.266666667
2502,0.333333333,0.428571429,0.238095238
1548,0.333333333,0.458333333,0.208333333
3495,0.333333333,0.571428571,0.095238095
4273,0.333333333,0.606060606,0.060606061
5503,0.333333333,0.6,0.066666667
1381,0.333333333,0.52173913,0.144927536
5316,0.333333333,0.564102564,0.102564103
3493,0.331288344,0.533742331,0.134969325
4826,0.331288344,0.595092025,0.073619632
3594,0.331210191,0.598726115,0.070063694
2190,0.330769231,0.6,0.069230769
5709,0.330645161,0.596774194,0.072580645
1079,0.330578512,0.537190083,0.132231405
5825,0.330508475,0.440677966,0.228813559
4552,0.330434783,0.582608696,0.086956522
2585,0.330275229,0.605504587,0.064220183
4745,0.330097087,0.59223301,0.077669903
776,0.330097087,0.524271845,0.145631068
1833,0.33,0.58,0.09
3199,0.33,0.63,0.04
174,0.329896907,0.618556701,0.051546392
1917,0.329896907,0.628865979,0.041237113
3835,0.32967033,0.527472527,0.142857143
3433,0.329545455,0.488636364,0.181818182
4567,0.329545455,0.534090909,0.136363636
4280,0.329545455,0.625,0.045454545
1679,0.329268293,0.573170732,0.097560976
2806,0.329113924,0.594936709,0.075949367
3260,0.328947368,0.592105263,0.078947368
1476,0.328571429,0.557142857,0.114285714
3560,0.328467153,0.583941606,0.087591241
3213,0.328467153,0.569343066,0.102189781
4397,0.328358209,0.552238806,0.119402985
2559,0.328205128,0.620512821,0.051282051
6009,0.328125,0.546875,0.125
2429,0.328,0.56,0.112
1482,0.327868852,0.573770492,0.098360656
2317,0.327868852,0.557377049,0.114754098
605,0.327868852,0.606557377,0.06557377
1455,0.327868852,0.475409836,0.196721311
2382,0.327868852,0.590163934,0.081967213
2025,0.327731092,0.571428571,0.100840336
5019,0.327683616,0.581920904,0.09039548
1805,0.327586207,0.597701149,0.074712644
1804,0.327586207,0.543103448,0.129310345
4903,0.327272727,0.454545455,0.218181818
162,0.327102804,0.626168224,0.046728972
3894,0.327044025,0.51572327,0.157232704
4512,0.327044025,0.635220126,0.037735849
4149,0.326923077,0.557692308,0.115384615
4693,0.326530612,0.551020408,0.12244898
5093,0.326530612,0.571428571,0.102040816
2424,0.326530612,0.62585034,0.047619048
1756,0.326530612,0.653061224,0.020408163
3281,0.326315789,0.6,0.073684211
4877,0.326315789,0.494736842,0.178947368
1720,0.326086957,0.543478261,0.130434783
1013,0.326086957,0.565217391,0.108695652
208,0.326086957,0.592391304,0.081521739
5355,0.325966851,0.585635359,0.08839779
5190,0.325581395,0.534883721,0.139534884
2548,0.325581395,0.627906977,0.046511628
2612,0.325581395,0.674418605,0
554,0.325581395,0.651162791,0.023255814
4237,0.325203252,0.650406504,0.024390244
905,0.325203252,0.601626016,0.073170732
5685,0.325,0.475,0.2
5494,0.325,0.45,0.225
2570,0.325,0.6,0.075
5208,0.325,0.625,0.05
525,0.325,0.625,0.05
733,0.324786325,0.581196581,0.094017094
5913,0.324675325,0.558441558,0.116883117
316,0.324675325,0.597402597,0.077922078
4267,0.324324324,0.540540541,0.135135135
1373,0.324324324,0.608108108,0.067567568
2471,0.324324324,0.621621622,0.054054054
5588,0.324324324,0.513513514,0.162162162
3805,0.324324324,0.594594595,0.081081081
49,0.324074074,0.592592593,0.083333333
1415,0.324022346,0.558659218,0.117318436
3074,0.323943662,0.507042254,0.169014085
3811,0.323809524,0.523809524,0.152380952
2989,0.323809524,0.60952381,0.066666667
259,0.323741007,0.597122302,0.079136691
5045,0.323529412,0.5,0.176470588
4941,0.323529412,0.470588235,0.205882353
2721,0.323529412,0.617647059,0.058823529
4616,0.323529412,0.617647059,0.058823529
5966,0.323076923,0.615384615,0.061538462
4374,0.322834646,0.551181102,0.125984252
3250,0.322580645,0.612903226,0.064516129
5219,0.322580645,0.629032258,0.048387097
2973,0.322580645,0.564516129,0.112903226
228,0.322580645,0.64516129,0.032258065
5292,0.322580645,0.580645161,0.096774194
2126,0.322222222,0.611111111,0.066666667
4893,0.322222222,0.566666667,0.111111111
2525,0.322033898,0.559322034,0.118644068
1334,0.322033898,0.627118644,0.050847458
1934,0.322033898,0.576271186,0.101694915
4479,0.322033898,0.525423729,0.152542373
3174,0.32183908,0.551724138,0.126436782
5723,0.321782178,0.594059406,0.084158416
2035,0.321637427,0.573099415,0.105263158
3545,0.321428571,0.535714286,0.142857143
2325,0.321428571,0.607142857,0.071428571
1346,0.321428571,0.571428571,0.107142857
1563,0.321428571,0.583333333,0.095238095
4050,0.321428571,0.589285714,0.089285714
1196,0.321428571,0.580357143,0.098214286
1401,0.321428571,0.553571429,0.125
3826,0.321428571,0.5,0.178571429
4416,0.321212121,0.56969697,0.109090909
1393,0.321100917,0.596330275,0.082568807
5557,0.321052632,0.631578947,0.047368421
1372,0.320754717,0.660377358,0.018867925
920,0.320512821,0.628205128,0.051282051
5908,0.32038835,0.63592233,0.04368932
3941,0.32,0.5,0.18
4537,0.32,0.68,0
1134,0.32,0.593333333,0.086666667
3437,0.32,0.66,0.02
398,0.32,0.617777778,0.062222222
5777,0.32,0.592,0.088
4372,0.32,0.56,0.12
4504,0.32,0.48,0.2
487,0.32,0.64,0.04
2542,0.32,0.48,0.2
2763,0.32,0.52,0.16
345,0.32,0.44,0.24
3181,0.32,0.6,0.08
3737,0.32,0.593333333,0.086666667
2713,0.32,0.6,0.08
564,0.32,0.56,0.12
3696,0.32,0.626666667,0.053333333
4755,0.32,0.52,0.16
697,0.32,0.544,0.136
5073,0.32,0.6,0.08
4652,0.32,0.58,0.1
4758,0.32,0.52,0.16
186,0.319672131,0.590163934,0.090163934
3415,0.319277108,0.644578313,0.036144578
1650,0.319248826,0.544600939,0.136150235
1376,0.319148936,0.563829787,0.117021277
766,0.319148936,0.638297872,0.042553191
5241,0.319148936,0.563829787,0.117021277
3480,0.319148936,0.638297872,0.042553191
3991,0.319148936,0.553191489,0.127659574
3142,0.319148936,0.553191489,0.127659574
2550,0.319148936,0.574468085,0.106382979
5336,0.319148936,0.638297872,0.042553191
575,0.319018405,0.613496933,0.067484663
778,0.319018405,0.601226994,0.079754601
2132,0.31884058,0.594202899,0.086956522
380,0.31884058,0.630434783,0.050724638
837,0.31884058,0.565217391,0.115942029
3663,0.318681319,0.637362637,0.043956044
2399,0.318181818,0.545454545,0.136363636
3877,0.318181818,0.409090909,0.272727273
1454,0.318181818,0.545454545,0.136363636
3076,0.318181818,0.590909091,0.090909091
3794,0.318181818,0.568181818,0.113636364
1239,0.318181818,0.534090909,0.147727273
3802,0.318181818,0.590909091,0.090909091
4417,0.318181818,0.618181818,0.063636364
1002,0.318181818,0.636363636,0.045454545
2613,0.318181818,0.5,0.181818182
91,0.318181818,0.568181818,0.113636364
3803,0.318181818,0.545454545,0.136363636
3876,0.318181818,0.5,0.181818182
827,0.318181818,0.590909091,0.090909091
2490,0.318181818,0.590909091,0.090909091
154,0.318181818,0.613636364,0.068181818
1848,0.318181818,0.636363636,0.045454545
5457,0.317919075,0.63583815,0.046242775
1492,0.317757009,0.61682243,0.065420561
585,0.317567568,0.601351351,0.081081081
786,0.317460317,0.634920635,0.047619048
3435,0.317460317,0.619047619,0.063492063
299,0.317307692,0.519230769,0.163461538
2966,0.317307692,0.600961538,0.081730769
3162,0.317073171,0.62195122,0.06097561
118,0.316964286,0.65625,0.026785714
5086,0.316770186,0.645962733,0.037267081
4370,0.316666667,0.616666667,0.066666667
2564,0.316666667,0.608333333,0.075
4487,0.316666667,0.6,0.083333333
2403,0.316666667,0.661111111,0.022222222
2747,0.316546763,0.589928058,0.09352518
664,0.316455696,0.575949367,0.107594937
5631,0.316455696,0.46835443,0.215189873
1858,0.316326531,0.602040816,0.081632653
1695,0.316326531,0.62755102,0.056122449
3697,0.316176471,0.610294118,0.073529412
2084,0.316129032,0.664516129,0.019354839
127,0.316091954,0.511494253,0.172413793
1909,0.315789474,0.578947368,0.105263158
5756,0.315789474,0.342105263,0.342105263
3514,0.315789474,0.578947368,0.105263158
2494,0.315789474,0.578947368,0.105263158
5230,0.315384615,0.615384615,0.069230769
1499,0.315384615,0.561538462,0.123076923
5565,0.315217391,0.570652174,0.114130435
2683,0.315175097,0.642023346,0.042801556
389,0.315068493,0.465753425,0.219178082
3042,0.315068493,0.575342466,0.109589041
1324,0.314814815,0.638888889,0.046296296
3349,0.314685315,0.601398601,0.083916084
4030,0.314516129,0.564516129,0.120967742
5490,0.314516129,0.588709677,0.096774194
5240,0.314285714,0.571428571,0.114285714
693,0.314285714,0.628571429,0.057142857
135,0.314285714,0.571428571,0.114285714
295,0.314136126,0.586387435,0.09947644
1468,0.31372549,0.607843137,0.078431373
5279,0.31372549,0.62745098,0.058823529
3383,0.31372549,0.470588235,0.215686275
5322,0.31372549,0.5,0.18627451
5855,0.31372549,0.568627451,0.117647059
3813,0.313432836,0.611940299,0.074626866
769,0.313432836,0.597014925,0.089552239
1589,0.313131313,0.595959596,0.090909091
5064,0.313131313,0.535353535,0.151515152
1215,0.313043478,0.617391304,0.069565217
5232,0.312977099,0.633587786,0.053435115
